Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
Shooter,224260,No More Room in Hell,"Action, Adventure, Horror, Indie, Massively Multiplayer, Shooter, Survival",,,,No More Room in Hell Team,Lever Games,235.0,steamspy,10869.0
Shooter,1645820,SurrounDead,"Action, Adventure, Indie, RPG, Shooter, Survival",,,,Zurvivor,PlaySurrounDead,1797.0,steamspy,10713.0
Shooter,3228590,Deadzone: Rogue,"Action, Horror, Roguelike, Shooter",,,,Prophecy Games,Prophecy Games,642.0,steamspy,8655.0
Shooter,8190,Just Cause 2,"Action, Adventure, Shooter",,,,Avalanche Studios,Square Enix,80.0,steamspy,7493.0
Shooter,2051620,Enlisted: Reinforced,"Action, Massively Multiplayer, Shooter, Simulation",,,,Darkflow Software,Gaijin Network Ltd,2087.0,steamspy,7492.0
Shooter,784080,MechWarrior 5: Mercenaries,"Action, Shooter, Simulation",,,,Piranha Games Inc.,Piranha Games Inc.,1661.0,steamspy,6472.0
Shooter,290300,Rebel Galaxy,"Action, Adventure, Indie, RPG, Shooter, Simulation, Strategy",,,,Double Damage Games,"Double Damage Games, SNEG",26.0,steamspy,5662.0
Shooter,20500,Red Faction Guerrilla Steam Edition,"Action, Adventure, Shooter, Survival",,,,"Volition, Reactor Zero, THQ Nordic",Deep Silver,5.0,steamspy,5570.0
Shooter,322500,SUPERHOT,"Action, Adventure, Casual, Indie, Puzzle, Shooter",,,,SUPERHOT Team,SUPERHOT Team,38.0,steamspy,5533.0
Shooter,915810,Midnight Ghost Hunt,"Action, Horror, Indie, Shooter",,,,Vaulted Sky Games,Coffee Stain Publishing,6.0,steamspy,4801.0
Shooter,242860,Verdun,"Action, Massively Multiplayer, Shooter, Simulation, Strategy",,,,BlackMill Games,BlackMill Games,51.0,steamspy,4504.0
Shooter,274190,Broforce,"Action, Adventure, Casual, Indie, Platformer, Shooter",,,,Free Lives,Devolver Digital,118.0,steamspy,4285.0
Shooter,444220,Asteroid Bounty Hunter,"Action, Adventure, Casual, Indie, RPG, Shooter",,,,EGAMER,SA Industry,0.0,steamspy,3999.0
Shooter,33220,Tom Clancy's Splinter Cell Conviction,"Action, Shooter",,,,Ubisoft Montreal,Ubisoft,26.0,steamspy,3856.0
Shooter,823500,BONEWORKS,"Action, Adventure, Horror, Indie, Puzzle, Shooter, Simulation",,,,Stress Level Zero,Stress Level Zero,28.0,steamspy,3820.0
Shooter,1030830,Mafia II: Definitive Edition,"Action, Adventure, Shooter",,,,"Hangar 13, D3T",2K,283.0,steamspy,3818.0
Shooter,287290,Resident Evil Revelations 2,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",189.0,steamspy,3659.0
Shooter,611660,Fallout 4 VR,"Action, Adventure, RPG, Shooter, Survival",,,,Bethesda Game Studios,Bethesda Softworks,59.0,steamspy,3619.0
Shooter,312990,The Expendabros,"Action, Adventure, Indie, Platformer, Shooter",,,,Free Lives,Devolver Digital,6.0,steamspy,2927.0
Shooter,287390,Metro: Last Light Redux,"Action, Adventure, Horror, Shooter, Survival",,,,4A Games,Deep Silver,207.0,steamspy,2819.0
Shooter,657200,Hand Simulator,"Action, Horror, Shooter, Simulation",,,,HFM Games,HFM Games,19.0,steamspy,2674.0
Shooter,2695490,Age of Water,"Action, Adventure, Massively Multiplayer, Shooter",,,,Three Whales Studio,Gaijin Network Ltd,38.0,steamspy,2188.0
Shooter,2218400,Greedland,"Action, Adventure, Casual, Indie, Roguelike, Shooter",,,,VaMP He,"Gamersky Games, 2P Games",80.0,steamspy,2172.0
Shooter,608800,Guns of Icarus Alliance,"Action, Adventure, Indie, Shooter, Simulation",,,,Muse Games,Muse Games,0.0,steamspy,2097.0
Shooter,562590,Galactic Junk League,"Action, Casual, Indie, Massively Multiplayer, RPG, Shooter",,,,Pixel Federation,Pixel Federation,0.0,steamspy,2054.0
Shooter,2078450,"Warhammer 40,000: Speed Freeks","Racing, Shooter",,,,Caged Element Inc.,Wired Productions,30.0,steamspy,2000.0
Shooter,1522870,Supraland Six Inches Under,"Action, Adventure, Metroidvania, Platformer, Puzzle, Shooter",,,,Supra Games,Supra Games,11.0,steamspy,1964.0
Shooter,732370,Juicy Realm,"Action, Adventure, Casual, Indie, RPG, Roguelike, Shooter",,,,SpaceCan,XD,4.0,steamspy,1944.0
Shooter,546930,Machine Hunt,"Action, Indie, Shooter",,,,Racing Bros,ANPA.US,0.0,steamspy,1910.0
Shooter,2780710,Asgard's Fall — Viking Survivors,"Action, Adventure, Casual, Indie, RPG, Roguelike, Shooter, Strategy",,,,Soulpotion,"Assemble Entertainment, INSTINCT3",8.0,steamspy,1906.0
Shooter,436180,Spacelords,"Action, Adventure, Shooter, Strategy",,,,MercurySteam,Mercury Steam Entertainment s.l.,3.0,steamspy,1825.0
Shooter,1679220,Portal Dungeon,"Action, Platformer, Roguelike, Shooter",,,,DuskDogStudio,"DuskDogStudio, IndieArk",17.0,steamspy,1753.0
Shooter,302670,Call to Arms,"Action, Indie, Shooter, Simulation, Strategy",,,,Digitalmindsoft,Digitalmindsoft,98.0,steamspy,1741.0
Shooter,467370,Escape This,"Action, Casual, Indie, Platformer, Puzzle, Shooter, Strategy",,,,Four Winged Studio,Conglomerate 5,0.0,steamspy,1686.0
Shooter,3126470,Ice World,"Adventure, Horror, Massively Multiplayer, Shooter, Survival",,,,CoolRabbit Games,CoolRabbit Games,2.0,steamspy,1671.0
Shooter,1592670,Soda Crisis,"Action, Platformer, Shooter",,,,Team Soda,bilibili,5.0,steamspy,1608.0
Shooter,501590,Bulletstorm: Full Clip Edition,"Action, Adventure, Shooter",,,,People Can Fly,Gearbox Publishing,22.0,steamspy,1547.0
Shooter,3177970,Bioweaver,"Action, Indie, RPG, Roguelike, Shooter",,,,"Emprom Game, Wild Kid Games",Emprom Game,2.0,steamspy,1430.0
Shooter,324810,TOXIKK,"Action, Indie, Massively Multiplayer, Shooter, Strategy",,,,Reakktor Studios,Schwiezer System GmbH,48.0,steamspy,1383.0
Shooter,1979440,SAND LAND,"Action, Adventure, RPG, Racing, Shooter",,,,"ILCA, Inc.",Bandai Namco Entertainment Inc.,13.0,steamspy,1350.0
Shooter,214250,I Am Alive,"Action, Adventure, Horror, Platformer, Shooter, Survival",,,,Ubisoft  Shanghaï,Ubisoft,3.0,steamspy,1228.0
Shooter,606960,CRIMSON METAL Classic 1999,"Action, Adventure, Horror, Indie, Shooter, Simulation, Survival",,,,Madbox Entertainment,Madbox Entertainment,0.0,steamspy,1187.0
Shooter,1227690,Severed Steel,"Action, Indie, Shooter",,,,Greylock Studio,Greylock Studio,56.0,steamspy,1159.0
Shooter,2131630,METAL GEAR SOLID - Master Collection Version,"Action, Adventure, Shooter",,,,KONAMI,KONAMI,51.0,steamspy,1037.0
Shooter,1494810,Mortal Sin,"Action, Horror, Indie, RPG, Roguelike, Shooter",,,,Nikola Todorovic,Nikola Todorovic,122.0,steamspy,1030.0
Shooter,485450,Ninja Stealth,"Action, Adventure, Casual, Indie, Puzzle, Shooter, Strategy",,,,SC Jogos,SC Jogos,1.0,steamspy,1014.0
Shooter,964440,Hell is Others,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,"Strelka Games, Yonder",A List Games,0.0,steamspy,937.0
Shooter,200900,Cave Story+,"Action, Adventure, Indie, Metroidvania, Platformer, Shooter",,,,"Nicalis, Inc., Studio Pixel","Nicalis, Inc.",12.0,steamspy,924.0
Shooter,3193840,OUTLAWED,"Action, Indie, Shooter",,,,Okami Studio,Okami Studio,2.0,steamspy,836.0
Shooter,335430,Grimoire: Manastorm,"Action, Indie, Shooter",,,,Omniconnection,Omniconnection,4.0,steamspy,816.0
Shooter,2111190,MULLET MADJACK,"Action, Indie, Shooter",,,,HAMMER95,"Epopeia Games, HAMMER95",25.0,steamspy,784.0
Shooter,1836550,Tap Wizard 2,"Action, RPG, Shooter, Simulation",,,,TopCog,TopCog,18.0,steamspy,743.0
Shooter,1275350,Ninja Kiwi Archive,"Action, Casual, Platformer, Shooter, Strategy, Survival, Tower Defense",,,,Ninja Kiwi,Ninja Kiwi,165.0,steamspy,738.0
Shooter,115120,Iron Brigade,"Action, Shooter, Strategy, Tower Defense",,,,Double Fine Productions,Double Fine Productions,4.0,steamspy,702.0
Shooter,574090,MOTHERGUNSHIP,"Action, Indie, Roguelike, Shooter",,,,"Terrible Posture Games, Grip Digital",Terrible Posture Games,3.0,steamspy,591.0
Shooter,3281300,DUNGEON RAZE,"Action, Casual, JRPG, Platformer, RPG, Roguelike, Shooter",,,,KOTARO YOSHIDA,KOTARO YOSHIDA,5.0,steamspy,573.0
Shooter,2400160,Glyphica: Typing Survival,"Action, Roguelike, Shooter",,,,aliasBLACK,"aliasBLACK, Squeaky Wheel",37.0,steamspy,497.0
Shooter,35130,Lara Croft and the Guardian of Light,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics,Crystal Dynamics,2.0,steamspy,490.0
Shooter,714070,Entropy : Zero,"Action, Adventure, Horror, Shooter",,,,Breadman,Breadman,13.0,steamspy,467.0
Shooter,1947500,The Walking Dead: Saints & Sinners - Chapter 2: Retribution,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,Skydance Interactive,Skydance Interactive,10.0,steamspy,455.0
Shooter,824600,HROT,"Action, Horror, Indie, Shooter",,,,Spytihněv,Spytihněv,1.0,steamspy,438.0
Shooter,235780,MINERVA,"Action, Adventure, Horror, Shooter, Survival",,,,Adam Foster,Adam Foster,2.0,steamspy,426.0
Shooter,893680,Project Warlock,"Action, Horror, Indie, RPG, Shooter",,,,Buckshot Software,"Retrovibe, gaming company",5.0,steamspy,378.0
Shooter,2292260,STAR WARS: Dark Forces Remaster,"Action, Adventure, Shooter",,,,"Nightdive Studios, LucasArts",Nightdive Studios,7.0,steamspy,374.0
Shooter,1263550,Combat Arms: the Classic,"Action, Massively Multiplayer, RPG, Shooter",,,,"VALOFE, NEXON",VALOFE,48.0,steamspy,371.0
Shooter,2434730,EZ-Crosshair,"Action, Adventure, Shooter",,,,Lluis Vinent,Lluis Vinent,166.0,steamspy,368.0
Shooter,366250,METAL SLUG,"Action, Adventure, Platformer, Shooter",,,,Dotemu,SNK CORPORATION,14.0,steamspy,354.0
Shooter,2124780,Endoparasitic,"Action, Adventure, Horror, Puzzle, Shooter, Survival",,,,Deep Root Interactive,Deep Root Interactive,0.0,steamspy,346.0
Shooter,422970,Devil Daggers,"Action, Horror, Indie, Shooter, Survival",,,,Sorath,Sorath,29.0,steamspy,326.0
Shooter,880950,Maitetsu:Pure Station,"Adventure, Shooter, Simulation, Visual Novel",,,,Lose,HIKARI FIELD,13.0,steamspy,306.0
Shooter,1901200,FPS Game: Dev Test,"Action, Indie, Shooter",,,,jackal_dev_test,jackal_dev_test,1.0,steamspy,301.0
Shooter,995050,Havocado: Ragdoll Fighter,"Action, Fighting, Indie, Shooter",,,,Webble Games,Webble Games,0.0,steamspy,289.0
Shooter,1409200,HYPERVIOLENT,"Action, Horror, RPG, Shooter, Survival",,,,"nfoPRINCE, Terminist Arcade",Fulqrum Publishing,3.0,steamspy,283.0
Shooter,1694600,THE HOUSE OF THE DEAD: Remake,"Action, Horror, Shooter",,,,MegaPixel Studio S. A.,Forever Entertainment S. A.,5.0,steamspy,261.0
Shooter,2314160,Tactical Assault VR,"Action, Shooter, Simulation",,,,HammerFire Interactive,2080 Games,43.0,steamspy,255.0
Shooter,1640300,Project Warlock II,"Action, Shooter",,,,Buckshot Software,Retrovibe,6.0,steamspy,247.0
Shooter,10130,TimeShift,"Action, Shooter",,,,Saber Interactive,Activision,1.0,steamspy,204.0
Shooter,495050,Mega Man Legacy Collection 2,"Action, Platformer, Shooter",,,,"CAPCOM CO., LTD","CAPCOM CO., LTD",27.0,steamspy,180.0
Shooter,1872680,The Knight Witch,"Action, Adventure, Card & Board, Metroidvania, Shooter",,,,Super Mega Team,Team17,5.0,steamspy,167.0
Shooter,1378290,The Citadel,"Action, Casual, Indie, Shooter",,,,"doekuramori, Top Hat Studios Inc","doekuramori, Top Hat Studios Inc",7.0,steamspy,152.0
Shooter,1633370,Boat Crew,"Action, RPG, Shooter, Simulation, Strategy",,,,Tabbing Tabby,MicroProse Software,15.0,steamspy,148.0
Shooter,32380,STAR WARS Jedi Knight: Dark Forces II,"Action, Adventure, Shooter",,,,LucasArts,"LucasArts, Lucasfilm, Disney",5.0,steamspy,146.0
Shooter,1576240,The Shadow of Yidhra,"Action, Adventure, JRPG, Platformer, RPG, Shooter",,,,WhitePeach,WhitePeach,3.0,steamspy,141.0
Shooter,1155590,Warplanes: WW1 Sky Aces,"Action, Indie, Shooter",,,,Home Net Games,Home Net Games,2.0,steamspy,139.0
Shooter,1524630,KeepUp Survival,"Action, Adventure, Shooter, Simulation, Survival",,,,Witte Studio,Witte Studio,3.0,steamspy,133.0
Shooter,2609610,CONVRGENCE,"Action, Adventure, Horror, Shooter, Survival",,,,Monkey-With-a-Bomb,Monkey-With-a-Bomb,7.0,steamspy,127.0
Shooter,853770,Maximum Action,"Action, Indie, Shooter",,,,George Mandell,Balloon Moose Games,6.0,steamspy,123.0
Shooter,377260,Unearned Bounty,"Action, Indie, Shooter",,,,Extrokold Games,Extrokold Games,1.0,steamspy,121.0
Simulation,222880,Insurgency,"Action, Adventure, Indie, Shooter, Simulation, Strategy",,,,New World Interactive,New World Interactive,133.0,steamspy,121264.0
Simulation,1665460,eFootball,"Simulation, Sports",,,,KONAMI,KONAMI,8205.0,steamspy,27475.0
Simulation,1401590,Disney Dreamlight Valley,"Adventure, Casual, Simulation",,,,Gameloft,Gameloft,3080.0,steamspy,14314.0
Simulation,871720,Ultimate Custom Night,"Action, Horror, Indie, Simulation, Strategy, Survival",,,,Scott Cawthon,Scott Cawthon,133.0,steamspy,11094.0
Simulation,2399420,Le Mans Ultimate,"Racing, Simulation",,,,Studio 397,Studio 397,764.0,steamspy,8306.0
Simulation,942970,Unheard - Voices of Crime,"Horror, Indie, Puzzle, RPG, Simulation",,,,NEXT Studios,"NEXT Studios, 505 Games",36.0,steamspy,7624.0
Simulation,375910,Anno 2205,"4X, City Builder, Simulation, Strategy",,,,Blue Byte,Ubisoft,55.0,steamspy,7401.0
Simulation,1048370,Idle Skilling,"Casual, Indie, Simulation","15 Sep, 2022",True,,Lavaflame2,Lavaflame2,195.0,appdetails,6406.0
Simulation,2429860,Living With Sister: Monochrome Fantasy,"Horror, Indie, JRPG, RPG, Simulation, Visual Novel",,,,Inusuku,Kagura Games,94.0,steamspy,6246.0
Simulation,921570,OCTOPATH TRAVELER,"Adventure, Casual, JRPG, RPG, Simulation, Strategy",,,,"Square Enix, ACQUIRE Corp.",Square Enix,302.0,steamspy,6098.0
Simulation,1001270,Kebab Chefs! - Restaurant Simulator,"RPG, Simulation",,,,Biotech Gameworks,Biotech Gameworks,55.0,steamspy,5159.0
Simulation,1397920,Mr.Mine,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,Playsaurus,Playsaurus,663.0,steamspy,5093.0
Simulation,2194530,Yog-Sothoth’s Yard,"City Builder, Horror, JRPG, RPG, Simulation, Strategy, Visual Novel",,,,Bone Nail,"Bone Nail, Shochiku (Japan)",107.0,steamspy,4971.0
Simulation,1239020,TOGETHER BnB,"Adventure, Casual, Indie, RPG, Simulation, Visual Novel",,,,AURORA Games,AURORA Games,57.0,steamspy,4910.0
Simulation,236370,Interstellar Marines,"Action, Horror, Indie, RPG, Shooter, Simulation",,,,Zero Point Software,Zero Point Software,0.0,steamspy,4398.0
Simulation,220160,Trials Evolution: Gold Edition,"Action, Platformer, Racing, Simulation, Sports",,,,"Redlynx Ltd, Ubisoft  Shanghaï",Ubisoft,7.0,steamspy,4300.0
Simulation,1009560,The Tenants,"Casual, City Builder, Indie, Simulation, Strategy",,,,Ancient Forge,Frozen District,106.0,steamspy,4258.0
Simulation,496300,Kingdom: New Lands,"Adventure, Simulation, Strategy, Survival, Tower Defense",,,,Noio,Raw Fury,58.0,steamspy,3495.0
Simulation,1457320,Techtonica,"City Builder, Simulation, Strategy",,,,Fire Hose Games,Fire Hose Games,46.0,steamspy,3442.0
Simulation,298630,The Escapists,"Action, Adventure, Indie, Simulation, Strategy","13 Feb, 2015",False,"₩ 19,000",Mouldy Toof Studios,Team17,28.0,appdetails,3295.0
Simulation,490110,The Precinct,"Action, Shooter, Simulation",,,,Fallen Tree Games Ltd,Kwalee,97.0,steamspy,3221.0
Simulation,629820,Maneater,"Action, Adventure, RPG, Simulation",,,,Tripwire Interactive,Tripwire Interactive,199.0,steamspy,2811.0
Simulation,466170,Idling to Rule the Gods,"Casual, Indie, RPG, Simulation, Strategy",,,,Shugasu GmbH,Shugasu GmbH,1115.0,steamspy,2771.0
Simulation,868360,Project Hospital,"City Builder, Indie, Simulation, Strategy",,,,Oxymoron Games,Oxymoron Games,239.0,steamspy,2648.0
Simulation,581980,Candy Machine,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Colossal Wreck,Colossal Wreck,0.0,steamspy,2176.0
Simulation,895870,Project Wingman,"Action, Indie, Shooter, Simulation",,,,Sector D2,"Sector D2, Humble Games",139.0,steamspy,2089.0
Simulation,861650,Session: Skate Sim,"Action, Indie, Simulation, Sports, Strategy",,,,crea-ture Studios Inc.,Nacon,289.0,steamspy,1743.0
Simulation,2228280,MEMORIAPOLIS,"City Builder, Indie, Simulation, Strategy",,,,5PM Studio,5PM Studio,8.0,steamspy,1657.0
Simulation,388090,Five Nights at Freddy's 4,"Action, Horror, Indie, Simulation, Strategy, Survival",,,,Scott Cawthon,Scott Cawthon,38.0,steamspy,1637.0
Simulation,599460,Weapon Shop Fantasy,"Adventure, Casual, Indie, RPG, Simulation",,,,INDIECN,INDIECN,28.0,steamspy,1591.0
Simulation,34830,Sniper: Ghost Warrior,"Action, Adventure, Shooter, Simulation",,,,City Interactive,CI Games,28.0,steamspy,1586.0
Simulation,496240,Onward,"Action, Indie, Shooter, Simulation, Sports",,,,Downpour Interactive,Downpour Interactive,24.0,steamspy,1576.0
Simulation,239840,Dead State: Reanimated,"Horror, Indie, RPG, Simulation, Strategy, Survival",,,,DoubleBear Productions,DoubleBear Productions,5.0,steamspy,1408.0
Simulation,1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,"Card & Board, Puzzle, Simulation, Strategy",,,,Other Ocean Emeryville,KONAMI,122.0,steamspy,1219.0
Simulation,817840,Max Gentlemen Sexy Business!,"Indie, Simulation, Visual Novel",,,,The Men Who Wear Many Hats,The Men Who Wear Many Hats,6.0,steamspy,1079.0
Simulation,678900,Farmer's Dynasty,"Casual, RPG, Simulation, Strategy",,,,UMEO Studios,Toplitz Productions,32.0,steamspy,1016.0
Simulation,1690730,Incremental Cubes,"RPG, Simulation",,,,"Idle System, Inc.","Idle System, Inc.",60.0,steamspy,1015.0
Simulation,1681060,Exogate Initiative,"4X, City Builder, Simulation, Strategy",,,,Xeno Bits,Xeno Bits,31.0,steamspy,949.0
Simulation,2604480,City Transport Simulator,Simulation,,,,ViewApp,ViewApp,9.0,steamspy,941.0
Simulation,591460,Parkasaurus,"Adventure, Casual, City Builder, Simulation, Strategy",,,,Washbear Studio,Washbear Studio,25.0,steamspy,937.0
Simulation,469610,Rick and Morty: Virtual Rick-ality,"Adventure, Horror, Indie, Puzzle, Simulation",,,,Owlchemy Labs,Adult Swim Games,7.0,steamspy,926.0
Simulation,254440,Pool Nation,"Casual, Indie, Simulation, Sports, Strategy",,,,Cherry Pop Games,Cherry Pop Games,6.0,steamspy,823.0
Simulation,1118310,RetroArch,"Adventure, RPG, Simulation",,,,Libretro,Libretro,504.0,steamspy,817.0
Simulation,726110,Overcrowd: A Commute 'Em Up,"City Builder, Indie, Simulation, Strategy, Survival",,,,SquarePlay Games,SquarePlay Games,12.0,steamspy,802.0
Simulation,568570,Force of Nature,"Action, Adventure, Indie, RPG, Simulation, Strategy, Survival",,,,A.Y.std,A.Y.std,6.0,steamspy,798.0
Simulation,735280,EMERGENCY 20,"Action, Adventure, Simulation, Strategy",,,,Sixteen Tons Entertainment,Sixteen Tons Entertainment,15.0,steamspy,754.0
Simulation,792100,7 Billion Humans,"Casual, Indie, Puzzle, Simulation",,,,Tomorrow Corporation,Tomorrow Corporation,11.0,steamspy,701.0
Simulation,2734450,Folie Fatale,"Adventure, Horror, Indie, Simulation, Visual Novel",,,,Kanmidoko (神海処),346lab Localization,6.0,steamspy,670.0
Simulation,1031120,Bakery Simulator,"Casual, Indie, Simulation",,,,Live Motion Games,"Ultimate Games S.A., Gaming Factory",9.0,steamspy,640.0
Simulation,1390190,APICO,"Casual, Indie, Simulation",,,,"ellraiser, TNgineers",Whitethorn Games,47.0,steamspy,635.0
Simulation,833040,Hiveswap Friendsim,"Adventure, Casual, Horror, Indie, RPG, Simulation, Visual Novel",,,,"What Pumpkin Games, Inc.",Fellow Traveller,7.0,steamspy,634.0
Simulation,1931010,Spirittea,"Adventure, RPG, Simulation",,,,Cheesemaster Games,No More Robots,16.0,steamspy,603.0
Simulation,1705180,"Gunner, HEAT, PC!","Action, Shooter, Simulation",,,,Radian Simulations LLC,Radian Simulations LLC,91.0,steamspy,593.0
Simulation,3441460,Fuel Harvest Together,"Casual, Simulation",,,,Say2Sun,Grejuva,19.0,steamspy,590.0
Simulation,1250790,Crafting Idle Clicker,"Casual, Indie, Simulation, Strategy",,,,Bling Bling Games GmbH,Bling Bling Games GmbH,73.0,steamspy,586.0
Simulation,839200,SpedV,Simulation,,,,Freie Programme Hohenstein,Freie Programme Hohenstein,27.0,steamspy,561.0
Simulation,2533960,SUMMERHOUSE,"Casual, City Builder, Indie, Simulation, Strategy",,,,Friedemann,Future Friends Games,3.0,steamspy,525.0
Simulation,1342890,Who Needs a Hero?,"Action, Adventure, Casual, Indie, RPG, Simulation",,,,"Henrique Faitta Chitolina, Pidro Soft",Baby Stone Studios,3.0,steamspy,498.0
Simulation,3357250,Corner Kitchen Fast Food Simulator,"Adventure, Casual, Simulation",,,,Purple Heads Games,Purple Heads Games,16.0,steamspy,492.0
Simulation,2649080,Coffee Caravan,"Action, Casual, Simulation, Strategy",,,,Broccoli Games,Broccoli Games,14.0,steamspy,486.0
Simulation,1307710,GRID Legends,"Action, Racing, Simulation, Sports",,,,Codemasters,Electronic Arts,45.0,steamspy,455.0
Simulation,634160,Cattails | Become a Cat!,"Casual, RPG, Simulation, Survival",,,,Falcon Development,Falcon Development,9.0,steamspy,433.0
Simulation,952040,MUSYNX,"Action, Casual, Indie, Racing, Simulation, Visual Novel",,,,I-Inferno,Wave Game,21.0,steamspy,424.0
Simulation,550320,art of rally,"Action, Indie, Racing, Simulation, Sports",,,,Funselektor Labs Inc.,Funselektor Labs Inc.,44.0,steamspy,421.0
Simulation,1859360,Dungeon Village,"Casual, City Builder, Platformer, Simulation",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",8.0,steamspy,412.0
Simulation,3615160,Teddy's Haven - A Fantasy Inspired Shop Simulator,"Casual, RPG, Simulation",,,,Teddy Bear Games LLC,Teddy Bear Games LLC,119.0,steamspy,388.0
Simulation,936720,Wrench,"Adventure, Indie, Racing, Simulation",,,,Missing Digit,Missing Digit,20.0,steamspy,387.0
Simulation,1330660,Train Life: A Railway Simulator,"Casual, Simulation, Strategy",,,,Simteract,Nacon,5.0,steamspy,386.0
Simulation,2445340,Love n Life: Lucky Teacher,"Casual, Horror, JRPG, RPG, Simulation, Visual Novel",,,,Reborn Entertainment,Reborn Entertainment,6.0,steamspy,367.0
Simulation,1252000,GOAL! The Club Manager,"Simulation, Sports, Strategy",,,,2tainment,2tainment,3.0,steamspy,360.0
Simulation,788770,Meteor 60 Seconds!,"Action, Casual, Horror, Indie, Simulation",,,,AvoCavo,AvoCavo,2.0,steamspy,346.0
Simulation,2109270,Preserve,"Card & Board, Casual, City Builder, Puzzle, Simulation, Strategy",,,,Bitmap Galaxy,Grindstone,11.0,steamspy,336.0
Simulation,1428100,Instruments of Destruction,"Action, Adventure, Casual, Racing, Shooter, Simulation",,,,Radiangames,Secret Mode,8.0,steamspy,335.0
Simulation,712730,SIMULACRA,"Adventure, Horror, Puzzle, Simulation, Visual Novel",,,,Kaigan Games OÜ,"Kaigan Games OÜ, Neon Doctrine",11.0,steamspy,333.0
Simulation,403120,THE GAME OF LIFE,"Adventure, Card & Board, Casual, Horror, Simulation, Strategy",,,,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,8.0,steamspy,325.0
Simulation,1477700,Project Wunderwaffe,"Action, Adventure, Simulation, Strategy, Survival",,,,Weasel Games,Weasel Games,2.0,steamspy,307.0
Simulation,492090,A-Train PC Classic,"City Builder, Simulation, Strategy",,,,ARTDINK,"STUDIOARTDINK, KOMODO",18.0,steamspy,306.0
Simulation,250600,The Plan,"Adventure, Casual, Indie, Simulation",,,,Krillbite Studio,Krillbite Studio,1.0,steamspy,298.0
Simulation,2517200,Repair this!,"Adventure, Casual, Simulation",,,,HGISoft,HGISoft,1.0,steamspy,284.0
Simulation,1087270,Franchise Hockey Manager 6,"Indie, Simulation, Sports, Strategy",,,,"Out of the Park Developments, Minos Games",Out of the Park Developments,1.0,steamspy,280.0
Simulation,29180,Osmos,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Hemisphere Games,Hemisphere Games,2.0,steamspy,268.0
Simulation,1573630,Choice of Life: Middle Ages 2,"Adventure, Card & Board, Casual, Indie, RPG, Roguelike, Simulation, Strategy",,,,Blazing Planet Studio,Blazing Planet Studio,0.0,steamspy,257.0
Simulation,2240790,Sucker for Love: Date to Die For,"Horror, RPG, Simulation, Visual Novel",,,,Akabaka,DreadXP,4.0,steamspy,253.0
Simulation,2484130,Fruitbus,"Adventure, Casual, Indie, Simulation",,,,Krillbite Studio,"Krillbite Studio, The Iterative Collective",30.0,steamspy,250.0
Simulation,1947950,Boxing Gym Story,"Casual, City Builder, Indie, Platformer, Simulation, Sports, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",1.0,steamspy,245.0
Simulation,2673490,Seifuku Kanojo,"Adventure, Casual, Platformer, Simulation, Visual Novel",,,,Entergram,HIKARI PULSE,3.0,steamspy,238.0
Simulation,2429350,myPOPGOES,"Casual, Horror, Puzzle, Simulation, Survival",,,,Kane Carter,Clickteam,0.0,steamspy,218.0
Simulation,2429190,Amerzone - The Explorer's Legacy,"Action, Adventure, Puzzle, Simulation",,,,Microids Studio Paris,Microids,4.0,steamspy,208.0
Simulation,834280,Fishing Sim World: Pro Tour,"Action, Adventure, Casual, Simulation, Sports, Strategy",,,,Dovetail Games,Dovetail Games,7.0,steamspy,207.0
Simulation,824720,Pure Rock Crawling,"Adventure, Racing, Simulation, Sports",,,,Maciej Kuzianik,Maciej Kuzianik,3.0,steamspy,194.0
Simulation,754500,Plutocracy,"Indie, RPG, Simulation, Strategy",,,,Redwood,Redwood,15.0,steamspy,162.0
Simulation,1168880,MOLEK-SYNTEZ,"Indie, Puzzle, Simulation",,,,Zachtronics,Zachtronics,7.0,steamspy,161.0
Simulation,2449430,Incremental Factory,"Casual, Simulation, Strategy",,,,Significant Steak,Significant Steak,2.0,steamspy,150.0
Simulation,1627350,DEAD LETTER DEPT.,"Adventure, Horror, Simulation",,,,"Mike Monroe, Belief Engine",Belief Engine,9.0,steamspy,149.0
Simulation,1187510,Rock Simulator,"Casual, Horror, Indie, Platformer, Puzzle, Simulation, Sports",,,,vinoo,vinoo,26.0,steamspy,136.0
Simulation,2520410,Dragons Legacy,"Indie, Simulation",,,,Beawesome Games,Beawesome Games,6.0,steamspy,131.0
Simulation,1502380,Combat Mission Black Sea,"Simulation, Strategy",,,,Battlefront,Matrix Games,11.0,steamspy,129.0
