appid,name,publisher_main,SampledGenre,game_revenue,publisher_revenue
1150730,Island SAGA,Remtairy,Indie,$187k ($128.9k - $245.1k),$8.2m
2110820,Granny Remake,FerriteLabs,Indie,$225.1k ($145.3k - $305k),$225k
1206560,WorldBox - God Simulator,Maxim Karpenko,Indie,$28.8m ($20m - $37.6m),$28.8m
425450,GoatPunks,Studio Canvas,Indie,$9.1k ($4.5k - $13.7k),$9.1k
3165500,Grumpy Gaffer,RC Games Studio,Indie,$1.8k ($758 - $2.9k),$38k
1927720,Monument Valley,ustwo games,Indie,$1.1m ($678.8k - $1.6m),$4.9m
3028310,Nordhold,HypeTrain Digital,Indie,$3m ($1.9m - $4.1m),$66.7m
977880,Eastward,Chucklefish,Indie,$7m ($4.5m - $9.6m),$84m
107200,Space Pirates and Zombies,MinMax Games Ltd.,Indie,$662.9k ($349.7k - $976.1k),$3.2m
1998340,Labyrinth of Galleria: The Moon Society,"NIS America, Inc.",JRPG,$845k ($551.2k - $1.1m),$48m
1770390,Bound by Love,Kagura Games,JRPG,$286.9k ($175.4k - $398.5k),$63.4m
936190,Atelier Meruru ~The Apprentice of Arland~ DX,"KOEI TECMO GAMES CO., LTD.",JRPG,$212k ($127.8k - $296.2k),$424.5m
1602010,Persona 4 Arena Ultimax,SEGA,JRPG,$3.8m ($2.1m - $5.4m),$1.6b
3127000,Splintered,dotMake Studios,JRPG,$41.9k ($25.4k - $58.5k),$41.9k
1441840,FALL IN LABYRINTH,OTAKU Plan,JRPG,$268.6k ($165k - $372.2k),$8.4m
871980,Digimon Survive,,JRPG,$2.7m ($1.7m - $3.8m),ERROR
723090,Meltys Quest,Remtairy,JRPG,$1m ($525.4k - $1.5m),$8.2m
2838940,神魔决之江湖行,水狗工作室,JRPG,$17k ($9.1k - $24.9k),$17k
353270,Hyperdimension Neptunia Re;Birth3 V Generation,Idea Factory,JRPG,$1.5m ($1m - $2m),$2.7m
307070,Memories of a Vagabond,SA Industry,JRPG,$148.1k ($29.6k - $266.7k),$4m
1233260,FAIRY TAIL,"KOEI TECMO GAMES CO., LTD.",JRPG,$2.4m ($1.4m - $3.5m),$424.5m
453480,Shadowverse CCG,"Cygames, Inc.",JRPG,$52.5m ($29.9m - $75m),$209.8m
1125480,School Years,电钮组,JRPG,$25.1k ($9.9k - $40.3k),$67.3k
3081320,Fuga: Melodies of Steel 3,CyberConnect2,JRPG,$150.7k ($100.3k - $201.1k),$1.4m
460120,Megadimension Neptunia VII,Idea Factory International,JRPG,$2.3m ($1.5m - $3.1m),$37.9m
742120,DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light,,JRPG,0,ERROR
527290,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.3k ($2.2k - $4.5k),$424.5m
706560,Jimmy and the Pulsating Mass,Kasey Ozymy,JRPG,$141.3k ($86.3k - $196.3k),$141.3k
1152320,Atelier Shallie: Alchemists of the Dusk Sea DX,"KOEI TECMO GAMES CO., LTD.",JRPG,$529.5k ($241.5k - $817.6k),$424.5m
1502980,Atelier Firis: The Alchemist and the Mysterious Journey DX,"KOEI TECMO GAMES CO., LTD.",JRPG,$1m ($549.6k - $1.6m),$424.5m
1592750,Anode Heart,Stove Powered Games,JRPG,$168k ($121.8k - $214.2k),$184.3k
206250,Cladun X2,"NIS America, Inc.",JRPG,$147.2k ($56.5k - $238k),$48m
2997980,Natsu no Sagashimono ~What We Found That Summer~,Kagura Games,JRPG,$533.4k ($351.9k - $714.9k),$63.4m
330390,GRANDIA II HD Remaster,"GungHo Online Entertainment America, Inc.",JRPG,$1.2m ($879.7k - $1.5m),$7.3m
1357860,Fuga: Melodies of Steel,CyberConnect2,JRPG,$956.2k ($554.1k - $1.3m),$1.4m
1451090,Tactics Ogre: Reborn,Square Enix,JRPG,$8.4m ($5.4m - $11.4m),$1b
980830,Spirit Hunter: Death Mark,Aksys Games,JRPG,$409.1k ($205.1k - $613k),$2.5m
1502970,Atelier Sophie: The Alchemist of the Mysterious Book DX,"KOEI TECMO GAMES CO., LTD.",JRPG,$1.9m ($981.6k - $2.9m),$424.5m
335670,LISA: The Painful,Serenity Forge,JRPG,$2.9m ($2m - $3.7m),$41.5m
1932640,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,KONAMI,JRPG,$2.6m ($1.6m - $3.6m),$639.8m
1570510,Undernauts: Labyrinth of Yomi,Aksys Games,JRPG,$272.7k ($155.9k - $389.5k),$2.5m
292140,FINAL FANTASY XIII-2,Square Enix,JRPG,$3.8m ($2.8m - $4.9m),$1b
1173770,FINAL FANTASY,Square Enix,JRPG,$3.6m ($2m - $5.2m),$1b
260130,Agarest: Generations of War Zero,Ghostlight LTD,JRPG,$474.6k ($283.2k - $665.9k),$3.5m
2627540,HenapoLand,へなぽこや,JRPG,0,$0 
1079830,Cris Tales,Maximum Entertainment,JRPG,$178.7k ($113.5k - $243.9k),$32.3m
1668530,The Legend of Nayuta: Boundless Trails,"NIS America, Inc.",JRPG,$196.2k ($126k - $266.3k),$48m
2357400,Mary Skelter Finale,Idea Factory International,JRPG,$82.8k ($54.2k - $111.3k),$37.9m
2167960,买个可乐饼吧！ - Buy a Croquette!,Eternal Dream,JRPG,$781 ($368 - $1.1k),$57.2k
613830,CHRONO TRIGGER,Square Enix,JRPG,$5.2m ($3m - $7.4m),$1b
758330,Shenmue I & II,SEGA,JRPG,$1.6m ($847.6k - $2.3m),$1.6b
2607320,Illegal Mahjong,OTAKU Plan,JRPG,$17.4k ($10.5k - $24.3k),$8.4m
612820,Fallen Legion: Rise to Glory,YummyYummyTummy,JRPG,$118.3k ($50.4k - $186.2k),$118.3k
857320,SRPG Studio,,JRPG,0,ERROR
2731640,QUESTER | OSAKA,Thousand Games,JRPG,$29k ($15.5k - $42.5k),$107.3k
1279260,Lelie Navigation!,Kagura Games,JRPG,$56.5k ($29.2k - $83.8k),$63.4m
551730,Toukiden 2,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.1m ($2.2m - $4m),$424.5m
1173790,FINAL FANTASY III,Square Enix,JRPG,$3.3m ($1.6m - $5.1m),$1b
1227890,Summer Memories,Kagura Games,JRPG,$14.1m ($8.4m - $19.7m),$63.4m
686720,SaGa SCARLET GRACE: AMBITIONS,Square Enix,JRPG,$325.6k ($125.2k - $526.1k),$1b
2371630,Sword Art Online: Integral Factor,Bandai Namco Entertainment,JRPG,$1.2m ($758.9k - $1.8m),$1.7b
335420,ルナティックドーン 前途への道標,KOMODO,JRPG,$20.3k ($15.8k - $24.9k),$17.2m
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,Square Enix,JRPG,$15.6m ($10.3m - $20.9m),$1b
1229240,Chained Echoes,Deck13,JRPG,$5.7m ($3.6m - $7.8m),$19.7m
789760,DEAD OR SCHOOL,Studio Nanafushi,JRPG,$1.1m ($818.4k - $1.5m),$1.1m
959890,Sister Travel,Kagura Games,JRPG,$213.2k ($135.8k - $290.5k),$63.4m
1538460,Sword and Fairy 2,SOFTSTAR ENTERTAINMENT,JRPG,$125.8k ($77.2k - $174.3k),$29.9m
3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"KOEI TECMO GAMES CO., LTD.",JRPG,$4.4m ($3m - $5.7m),$424.5m
867120,Lilipalace,Kagura Games,JRPG,$87k ($45.3k - $128.7k),$63.4m
606370,Romancing SaGa 2,Square Enix,JRPG,$254.4k ($143.9k - $364.9k),$1b
678960,CODE VEIN,Bandai Namco Entertainment,JRPG,$71.8m ($50.2m - $93.3m),$1.7b
461820,Legionwood 1: Tale of the Two Swords,Dark Gaia Studios,JRPG,0,$0 
1576240,The Shadow of Yidhra,WhitePeach,JRPG,$493.8k ($236k - $751.6k),$673.5k
368340,CrossCode,Deck13,JRPG,$6.5m ($4.6m - $8.4m),$19.7m
242940,Anachronox,First release date: Thu Oct 17 2013,JRPG,$44.4k ($10.4k - $78.3k),ERROR
1446650,BRAVELY DEFAULT II,Square Enix,JRPG,$4.4m ($2.5m - $6.2m),$1b
927380,Yakuza Kiwami 2,SEGA,JRPG,$10.3m ($6.6m - $14.1m),$1.6b
1537910,Chaos Galaxy 2,ChaosGalaxyStudio,JRPG,$117.2k ($67.1k - $167.4k),$246.8k
2893260,Maliki : Poison Of The Past,Ankama Games,JRPG,$35.5k ($22.5k - $48.6k),$2.4m
601050,Attack on Titan 2 - A.O.T.2,"KOEI TECMO GAMES CO., LTD.",JRPG,$10.8m ($8m - $13.6m),$424.5m
2490990,Visions of Mana,Square Enix,JRPG,$3.4m ($2.2m - $4.6m),$1b
2138610,The Legend of Heroes: Trails through Daybreak,"NIS America, Inc.",JRPG,$1.7m ($1.1m - $2.3m),$48m
1903340,Clair Obscur: Expedition 33,Kepler Interactive,JRPG,$149.2m ($101.3m - $197.2m),$249.7m
2581570,封神榜2023,FC Maker,JRPG,$41.8k ($16.8k - $66.7k),$244.9k
1836860,Neptunia x SENRAN KAGURA: Ninja Wars,Idea Factory International,JRPG,$1.1m ($540.9k - $1.7m),$37.9m
1268140,Lair Land Story,PQube,JRPG,$54.8k ($31.8k - $77.9k),$20.1m
1933740,The Caligula Effect 2,historia Inc.,JRPG,$265.8k ($164.9k - $366.7k),$385.4k
1088710,Yakuza 3 Remastered,SEGA,JRPG,$3.6m ($2.4m - $4.8m),$1.6b
340170,FINAL FANTASY TYPE-0 HD,Square Enix,JRPG,$4.3m ($3.1m - $5.4m),$1b
1457520,The Legend of Heroes: Zero no Kiseki Kai,Clouded Leopard Entertainment,JRPG,$317.8k ($200.8k - $434.8k),$15m
1868170,Etrian Odyssey II HD,SEGA,JRPG,$681k ($392.9k - $969.1k),$1.6b
1548350,Weirdlands,Martin Mejak,JRPG,$15.2k ($7.6k - $22.8k),$15.2k
1809700,Persona 3 Portable,SEGA,JRPG,$2.8m ($1.9m - $3.7m),$1.6b
431710,Space Pilgrim Episode II: Epsilon Indi,GrabTheGames,JRPG,$15.7k ($8.5k - $22.8k),$13.7m
1990400,Tales of Agaris,Metthink Universe,JRPG,0,$3.1k
1488200,Symphony of War: The Nephilim Saga,indie.io,JRPG,$6m ($4m - $8.1m),$36.8m
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix,JRPG,$15.4m ($9.7m - $21.2m),$1b
521200,Epic Battle Fantasy 3,Matt Roszak,JRPG,0,$2.6m
1113560,NieR Replicant ver.1.22474487139...,Square Enix,JRPG,$25.8m ($17.6m - $33.9m),$1b
446640,Space Pilgrim Episode IV: Sol,GrabTheGames,JRPG,$11.6k ($6.2k - $16.9k),$13.7m
1911940,Twilight Monk,"GRAVITY GAME ARISE Co., Ltd.",JRPG,$107.8k ($66.3k - $149.3k),$698.6k
1954420,Riichi City,"Formirai Co., Ltd.",JRPG,$6m ($3.7m - $8.3m),$6m
445420,Aselia the Eternal -The Spirit of Eternity Sword-,JAST,JRPG,$34.9k ($23.9k - $45.8k),$10.1m
1026680,FINAL FANTASY VIII - REMASTERED,Square Enix,JRPG,$4.8m ($2.5m - $7m),$1b
2450450,MEGATON MUSASHI W: WIRED,LEVEL5 Inc.,JRPG,$968.7k ($735.9k - $1.2m),$37.7m
1502790,Gun Witch,Kiyummi Games,JRPG,0,$0 
2017620,Beloved Rapture,2 Left Thumbs,JRPG,$78.6k ($51k - $106.3k),$4.2m
2903950,Master Detective Archives: RAIN CODE Plus,"Spike Chunsoft Co., Ltd.",JRPG,$1.9m ($1.3m - $2.4m),$94.5m
1958220,WitchSpring R,KIWIWALKS,JRPG,$3.9m ($2.9m - $5m),$4.5m
212500,The Lord of the Rings Online,Daybreak Game Company LLC,Massively Multiplayer,$32.3m ($18.9m - $45.7m),$50.1m
113400,APB Reloaded,Little Orbit,Massively Multiplayer,0,$23.1k
394690,Tower Unite,PixelTail Games,Massively Multiplayer,$9.7m ($6.2m - $13.2m),$9.7m
947890,VirtualCast,"VirtualCast, Inc.",Massively Multiplayer,0,$0 
2619250,Familiars.io,Clay Loam,Massively Multiplayer,0,$0 
682290,Zeus' Battlegrounds,Industry Games,Massively Multiplayer,0,$1.1m
468070,90 Minute Fever - Football (Soccer) Manager MMO,Isokron,Massively Multiplayer,$164.7k ($85k - $244.5k),$164.9k
1049590,Eternal Return,Nimble Neuron,Massively Multiplayer,$80.5m ($53.6m - $107.4m),$80.6m
304050,Trove,gamigo US Inc.,Massively Multiplayer,$53.2m ($37.1m - $69.4m),$53.8m
1569420,Spellfarers,Digital Leisure Inc.,Massively Multiplayer,$244 ($126 - $362),$1.6m
564210,Fishermurs,Valkyrie Initiative,Massively Multiplayer,$2.7k ($1.4k - $4k),$2.8m
99910,Puzzle Pirates,Grey Havens,Massively Multiplayer,$3m ($1.9m - $4m),$3m
1170970,Marbles on Stream,Pixel by Pixel Studios Inc.,Massively Multiplayer,$1.1m ($526.3k - $1.7m),$1.1m
510660,Big Bang Empire,Synapse Group Limited,Massively Multiplayer,0,$0 
673940,Dragon Glory,101XP,Massively Multiplayer,$24.2k ($17.1k - $31.3k),$3.9m
702320,March of Empires,Gameloft,Massively Multiplayer,$20.9m ($12.6m - $29.2m),$64.8m
693800,Loco Parentis / 孤女咒怨,Sad Horse studio,Massively Multiplayer,$236.6k ($135.1k - $338.1k),$411k
671860,BattleBit Remastered,SgtOkiDoki,Massively Multiplayer,$64.6m ($41.5m - $87.8m),$64.6m
611350,Evil Tag,HFM Games,Massively Multiplayer,$45.7k ($9.1k - $82.4k),$3.2m
444090,Paladins,Hi-Rez Studios,Massively Multiplayer,$45.8m ($29.4m - $62.1m),$199.7m
1091010,Dark Swords,High Tower Entertainment,Massively Multiplayer,0,$0 
339280,Strife,,Massively Multiplayer,0,ERROR
359800,Copa Petrobras de Marcas,Reiza Studios,Massively Multiplayer,0,$13.7m
1342630,Rappelz,GameXP.com,Massively Multiplayer,$14.9k ($5.2k - $24.6k),$991.6k
2506440,Trolddom,Plant Based Games,Massively Multiplayer,$7.3k ($4.1k - $10.5k),$7.1k
381990,Dragon Saga,Gravity Interactive,Massively Multiplayer,$2m ($1.5m - $2.4m),$6.8m
609940,KROSMAGA,Ankama Games,Massively Multiplayer,$15.7k ($10.5k - $21k),$2.4m
777150,Adventure Land - The Code MMORPG,Kaan Soral,Massively Multiplayer,$66.4k ($46.9k - $85.8k),$66.4k
9900,Star Trek Online,Arc Games,Massively Multiplayer,$84.4m ($49.3m - $119.5m),$330.6m
338840,Hollow's Land,Relax Minimalism,Massively Multiplayer,$9.1k ($3.6k - $14.5k),$9.1k
312060,FINAL FANTASY XIV Online Free Trial,,Massively Multiplayer,0,ERROR
2827230,Wild Assault,Combat Cat Studio,Massively Multiplayer,$833.5k ($525.5k - $1.1m),$833.5k
700030,Life is Feudal: MMO,LTG,Massively Multiplayer,0,$7.6k
374280,Hired Ops,First release date: Fri Oct 21 2016,Massively Multiplayer,$53.4k ($31.2k - $75.7k),ERROR
1013320,Firestone: Online Idle RPG,Holyday Studios,Massively Multiplayer,$19.1m ($10.3m - $27.9m),$19.3m
1085660,Destiny 2,Bungie,Massively Multiplayer,$912.1m ($522.2m - $1.3b),$912.4m
2399830,ARK: Survival Ascended,Studio Wildcard,Massively Multiplayer,$81.7m ($53.4m - $110.1m),$538.1m
419270,Elite Dangerous: Horizons,,Massively Multiplayer,0,ERROR
218230,PlanetSide 2,Daybreak Game Company,Massively Multiplayer,0,$42.3m
438040,Shakes and Fidget,Playa Games GmbH,Massively Multiplayer,$20.5m ($13.1m - $27.8m),$20.6m
231060,Ragnarok Online 2,Gravity Interactive,Massively Multiplayer,0,$6.8m
1011810,エルソード (ELSWORD),,Massively Multiplayer,0,ERROR
2073470,Kanjozoku Game レーサー Online Street Racing & Drift,Midnight Games,Massively Multiplayer,$448.8k ($273.5k - $624.1k),$1.5m
1218740,Rakion Chaos Force,"Neosonyx Co., Ltd.",Massively Multiplayer,$793.2k ($427.4k - $1.1m),$793.3k
3336530,Embers Adrift,Stormhaven Studios,Massively Multiplayer,$54.9k ($32.8k - $77k),$54.6k
2520870,Love In The Dark,DuoDuoDog,Massively Multiplayer,$1.4k ($691 - $2.2k),$63.1k
302830,BLOCKADE 3D,Novalink,Massively Multiplayer,$9.5k ($6.2k - $12.7k),$135.9k
266410,iRacing,iRacing.com Motorsport Simulations,Massively Multiplayer,$1.6m ($1.1m - $2m),$2.2m
1280100,Element Battle Royale,YoAvrageStudios,Massively Multiplayer,0,$0 
1049800,BLOCKADE,Novalink,Massively Multiplayer,$79.2k ($51.4k - $106.9k),$135.9k
1461810,《蜀山：初章》买断版,重楼工作室,Massively Multiplayer,$818.8k ($357.1k - $1.2m),$963.5k
1063730,New World: Aeternum,Amazon Games,Massively Multiplayer,$203.1m ($133.2m - $273.1m),$795.5m
555570,Infestation: The New Z,OP Productions LLC,Massively Multiplayer,$1.8m ($1.3m - $2.2m),$1.8m
1503440,DreamScapes Dimensions,AHDS,Massively Multiplayer,0,$0 
39120,RIFT,gamigo US Inc.,Massively Multiplayer,0,$53.8m
424780,Imperia Online,Imperia Online JSC,Massively Multiplayer,$34k ($19.4k - $48.5k),$34k
3545790,神火之痕,神火之痕,Massively Multiplayer,$22.8k ($12.5k - $33.2k),$22.8k
335240,Transformice,Atelier 801,Massively Multiplayer,$7m ($4.9m - $9.1m),$7m
2221490,Tom Clancy’s The Division 2,Ubisoft,Massively Multiplayer,$15.2m ($9.6m - $20.7m),$2.4b
263540,Villagers and Heroes,Mad Otter Games,Massively Multiplayer,$162.7k ($106.6k - $218.8k),$216.1k
438100,VRChat,VRChat Inc.,Massively Multiplayer,$89.2m ($55.6m - $122.8m),$89.2m
744900,Dead Frontier 2,Creaky Corpse Ltd,Massively Multiplayer,$8.9m ($6m - $11.8m),$9.2m
3126470,Ice World,CoolRabbit Games,Massively Multiplayer,$213.1k ($85.8k - $340.3k),$217.8k
429540,Prime World: Defenders 2,Nival,Massively Multiplayer,$69.7k ($37.7k - $101.7k),$2.5m
418460,Rising Storm 2: Vietnam,Tripwire Interactive,Massively Multiplayer,$21.8m ($15.7m - $27.9m),$237.9m
215100,Ragnarok Online,Gravity Interactive,Massively Multiplayer,$4.8m ($2.9m - $6.6m),$6.8m
99900,Spiral Knights,Grey Havens,Massively Multiplayer,0,$3m
2892880,修仙小屋,Doge Game,Massively Multiplayer,0,$0 
245130,The Dead Linger,,Massively Multiplayer,0,ERROR
823130,Totally Accurate Battlegrounds,Landfall,Massively Multiplayer,$527.1k ($328k - $726.2k),$200.8m
346110,ARK: Survival Evolved,Studio Wildcard,Massively Multiplayer,$456.5m ($309.6m - $603.4m),$538.1m
661960,Dragon Lords: 3D Strategy,FX Games,Massively Multiplayer,$9.7k ($6k - $13.3k),$9.7k
378760,Pixel Starships,SavySoda,Massively Multiplayer,$2.9m ($1.7m - $4.1m),$2.9m
1478050,Exploratombe,Atelier 801,Massively Multiplayer,0,$7m
260430,The Four Kings Casino and Slots,Digital Leisure Inc.,Massively Multiplayer,$1.1m ($788.6k - $1.4m),$1.6m
226700,Infestation: Survivor Stories 2020,,Massively Multiplayer,0,ERROR
299740,Miscreated,Entrada Interactive LLC,Massively Multiplayer,$13.1m ($8.7m - $17.5m),$13.1m
1491000,War Robots: Frontiers,MY.GAMES,Massively Multiplayer,$1.3m ($268.5k - $2.4m),$115.8m
42160,War of the Roses,,Massively Multiplayer,0,ERROR
3391260,WHO'S WHO 2.0,Nightvendors Studio,Massively Multiplayer,$1.2k ($559 - $1.9k),$9.2k
397900,Business Tour - Board Game with Online Multiplayer,8Floor,Massively Multiplayer,$3.5m ($2.5m - $4.5m),$3.8m
486310,Meadow - A Shelter Game,Might and Delight,Massively Multiplayer,$865.1k ($593.4k - $1.1m),$5.7m
646910,The Crew 2,Ubisoft,Massively Multiplayer,$29.5m ($19.2m - $39.7m),$2.4b
212070,Star Conflict,Gaijin Network Ltd,Massively Multiplayer,$7.2m ($4.5m - $9.9m),$516.7m
39210,FINAL FANTASY XIV Online,Square Enix,Massively Multiplayer,$96.4m ($47.7m - $145.1m),$1b
113420,Fallen Earth Free2Play,Little Orbit,Massively Multiplayer,0,$23.1k
222520,Champions of Regnum,Nimble Giant Entertainment,Massively Multiplayer,$19.9k ($10.5k - $29.2k),$121.3k
459160,Allods Online,MY.GAMES,Massively Multiplayer,0,$115.8m
283940,Freddi Fish and the Case of the Missing Kelp Seeds,Humongous Entertainment,Massively Multiplayer,$100.6k ($44.4k - $156.9k),$1.4m
1101420,Dragon Call,organelemonhouse,Massively Multiplayer,0,$0 
3107230,Pantheon: Rise of the Fallen,Visionary Realms,Massively Multiplayer,$3.9m ($2.3m - $5.5m),$3.9m
1991850,Navy War: Battleship Games,XDEVS LTD,Massively Multiplayer,$52.2k ($15.5k - $89k),$7.7m
439370,Midair,Archetype Studios,Massively Multiplayer,0,$0 
373700,Lineage II,,Massively Multiplayer,0,ERROR
451130,Khan: Absolute Power,Khanatic Network Gaming,Massively Multiplayer,0,$0 
436150,Governor of Poker 3,Playtika Ltd.,Massively Multiplayer,$13.6m ($7.6m - $19.7m),ERROR
999270,War Builder League,The Cyber Prophet,Massively Multiplayer,0,$0 
672680,Call of War: World War 2,Bytro Labs GmbH,Massively Multiplayer,$1.6m ($1m - $2.2m),$2.9m
1203890,Mirage Online Classic,"Retrelon Games, LLC",Massively Multiplayer,0,$0 
1733250,Turbo Kid,Outerminds Inc.,Metroidvania,$133.8k ($95.7k - $171.8k),$637.8k
283640,Salt and Sanctuary,Ska Studios,Metroidvania,$8.3m ($5.9m - $10.7m),$9.5m
202990,Call of Duty: Black Ops II,,Massively Multiplayer,0,ERROR
1747760,Momodora: Moonlit Farewell,PLAYISM,Metroidvania,$1m ($809.8k - $1.3m),$86.3m
1219240,BioGun,Dapper Dog Digital,Metroidvania,$138.7k ($84.8k - $192.5k),$140.9k
1034910,Blaster Master Zero 2,"INTI CREATES CO., LTD.",Metroidvania,$130.3k ($92k - $168.6k),$8.5m
251410,Dark Matter,Iceberg Interactive,Metroidvania,$56.7k ($35.8k - $77.7k),$34.2m
1747650,The Darkest Tales — Into the Nightmare,101XP,Metroidvania,0,$3.9m
339200,Oceanhorn: Monster of Uncharted Seas,Cornfox & Brothers Ltd.,Metroidvania,$969.6k ($632.6k - $1.3m),$969.1k
2973120,Dusk City,Dieselmine,Metroidvania,$185.8k ($123.3k - $248.3k),$3.2m
2803280,Dragon Is Dead,"PM Studios, inc.",Metroidvania,$324.2k ($230k - $418.4k),$6m
311190,Super Panda Adventures,Paul Schneider,Metroidvania,$142.8k ($50.4k - $235.1k),$512.2k
1982150,RWBY: Arrowfell,WayForward,Metroidvania,$171.4k ($102.9k - $239.9k),$11.9m
1573390,Lila’s Sky Ark,Graffiti Games,Metroidvania,$8.8k ($2.3k - $15.2k),$5.1m
205730,Insanely Twisted Shadow Planet,Xbox Game Studios,Metroidvania,$221k ($114.5k - $327.5k),$1.8b
50650,Darksiders II,,Metroidvania,0,ERROR
1918450,HunterX,ORANGE POPCORN,Metroidvania,$166.9k ($99.1k - $234.7k),$234.8k
2317640,JUMP KING QUEST,Nexile,Metroidvania,$419.2k ($281.2k - $557.2k),$5.9m
2830480,Gentoo Rescue,Jagriff,Metroidvania,$39.7k ($25.6k - $53.7k),$39.3k
383270,Hue,Curve Games,Metroidvania,$487.9k ($265.6k - $710.1k),$196.4m
613190,Unworthy,Aleksandar Kuzmanovic Games Inc.,Metroidvania,$389.3k ($248.1k - $530.6k),$389.3k
252410,SteamWorld Dig,Image & Form Games,Metroidvania,$1.7m ($876.8k - $2.5m),$3.8m
1731070,Asterigos: Curse of the Stars,tinyBuild,Metroidvania,$2.7m ($1.8m - $3.6m),$178.8m
1311070,Greak: Memories of Azur,Team17,Metroidvania,$382.3k ($272k - $492.6k),$491.6m
1911360,Trinity Fusion,Angry Mob Games,Metroidvania,$327.2k ($233.9k - $420.5k),$676.4k
787850,Heroine Anthem Zero 2 : Scalescars Oath,Skywalker HK,Metroidvania,$185k ($117.9k - $252.2k),$478.3k
844850,Tower Hunter: Erza's Trial,IceSitruuna,Metroidvania,$538.8k ($325.2k - $752.3k),$1.6m
1781260,Promenade,Holy Cap,Metroidvania,$203k ($123.1k - $282.9k),$203k
1637730,Crystal Project,Andrew Willman,Metroidvania,$950.7k ($556.7k - $1.3m),$954.3k
1172380,STAR WARS Jedi: Fallen Order,Electronic Arts,Metroidvania,$138m ($100.6m - $175.5m),$4.5b
268990,The Dishwasher: Vampire Smile,Ska Studios,Metroidvania,$326.3k ($193.2k - $459.4k),$9.5m
2369900,Castlevania Dominus Collection,KONAMI,Metroidvania,$2.3m ($1.5m - $3.1m),$639.8m
236090,Dust: An Elysian Tail,Xbox Game Studios,Metroidvania,$6.5m ($4.6m - $8.4m),$1.8b
1283410,Tails of Iron,United Label,Metroidvania,$3.4m ($2.3m - $4.5m),$6.4m
1924430,Cookie Cutter: Overkill Edition,Subcult Joint LTD,Metroidvania,$441.6k ($290k - $593.2k),$441.6k
235210,STRIDER / ストライダー飛竜,Capcom,Metroidvania,$1.5m ($917.2k - $2.1m),$248m
916730,Gato Roboto,Devolver Digital,Metroidvania,$613.4k ($424.3k - $802.4k),$501.4m
361230,Super Daryl Deluxe,Dan & Gary Games,Metroidvania,$243k ($96.1k - $390k),$243k
1307690,The Darkest Tales,101XP,Metroidvania,$136.9k ($70.8k - $202.9k),$3.9m
1809540,Nine Sols,RedCandleGames,Metroidvania,$15.5m ($10.8m - $20.2m),$18.7m
1419160,Souldiers,Dear Villagers,Metroidvania,$657k ($415.8k - $898.3k),$33.7m
1740720,Have a Nice Death,Arc Games,Metroidvania,$9.2m ($6.5m - $11.9m),$330.6m
835430,La-Mulana 2,PLAYISM,Metroidvania,$615.9k ($369.9k - $862k),$86.3m
462780,Darksiders Warmastered Edition,THQ Nordic,Metroidvania,$2.3m ($1.4m - $3.2m),$387.4m
332200,Axiom Verge,Thomas Happ Games LLC,Metroidvania,$3.2m ($2.5m - $4m),$3.6m
860950,Mark of the Ninja: Remastered,Klei Entertainment,Metroidvania,$2.4m ($1.5m - $3.4m),$371.3m
1517970,Aeterna Noctis,Aeternum Game Studios S.L,Metroidvania,$540.4k ($308.7k - $772.1k),$675.4k
1614440,Bō: Path of the Teal Lotus,Humble Games,Metroidvania,$485.2k ($323k - $647.3k),$202.5m
1927250,Happy Mining,Two Mind Games,Metroidvania,$4.1k ($1.7k - $6.6k),$4.1k
247240,Volgarr the Viking,Crazy Viking Studios,Metroidvania,$1.2m ($770.7k - $1.7m),$1.2m
1037020,ScourgeBringer,Dear Villagers,Metroidvania,$1.2m ($859.5k - $1.5m),$33.7m
410710,System Shock: Enhanced Edition,Nightdive Studios,Metroidvania,$137.4k ($76k - $198.8k),$20.5m
2006140,Withering Rooms,Perp Games,Metroidvania,$511.3k ($360.1k - $662.6k),$808k
668550,8Doors: Arum's Afterlife Adventure,NEOWIZ,Metroidvania,$257.8k ($141.2k - $374.3k),$123.9m
814370,Monster Sanctuary,Team17,Metroidvania,$5.7m ($3.7m - $7.6m),$491.6m
312560,Xanadu Next,XSEED Games,Metroidvania,$232.7k ($168.5k - $297k),$125.7m
1057090,Ori and the Will of the Wisps,Xbox Game Studios,Metroidvania,$77.1m ($53.9m - $100.4m),$1.8b
1288930,Hargrave,Disafter Games,Metroidvania,0,$0 
233510,Lunnye Devitsy,Boss Baddie,Metroidvania,$40.7k ($19.8k - $61.5k),$40.7k
753420,Dungreed,TEAM HORAY,Metroidvania,$3.9m ($2.8m - $5.1m),$6.3m
1412170,Janosik,Retrovibe,Metroidvania,0,$1.3m
421170,Indivisible,505 Games,Metroidvania,$3.9m ($2.5m - $5.4m),$293.6m
