appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue
449300,Planar Conquest,Conglomerate 5,Simulation,$355.4k ($180.5k - $530.3k),$2.5m
334310,Plebby Quest: The Crusades,NEOWIZ,Simulation,$1.2m ($865.9k - $1.5m),$124.1m
997010,Police Simulator: Patrol Officers,astragon Entertainment,Simulation,$21m ($15.2m - $26.8m),$103.7m
1369670,Motor Town: Behind The Wheel,P3 Games,Simulation,$4.7m ($2.9m - $6.5m),$4.7m
1677110,Lightyear Frontier,FRAME BREAK,Simulation,$4.4m ($2.9m - $5.9m),$4.4m
1243830,Overcooked! All You Can Eat,Team17 Digital,Simulation,$15.6m ($9.2m - $22.1m),$21.5m
1040230,Curious Expedition 2,Maschinen-Mensch,Simulation,$2.1m ($1.3m - $2.9m),$5.1m
603850,Age of History II,Łukasz Jakowski Games,Simulation,$3.7m ($2.3m - $5m),$6.9m
552620,ATOM RPG: Post-apocalyptic indie game,AtomTeam,Simulation,$3.2m ($2.2m - $4.2m),$4.2m
352720,The Universim,Crytivo,Simulation,$10.9m ($8.2m - $13.5m),$23.4m
466170,Idling to Rule the Gods,Shugasu GmbH,Simulation,$4.1m ($2.4m - $5.8m),$4.1m
629820,Maneater,Tripwire Interactive,Simulation,$14.3m ($10m - $18.6m),$237.9m
1329880,Wild West Dynasty,Toplitz Productions,Simulation,$734.1k ($503.1k - $965.1k),$73.3m
468920,Ultimate Fishing Simulator,Ultimate Games S.A.,Simulation,$1.1m ($692.8k - $1.6m),$9.6m
765810,Mars Horizon,Auroch Digital,Simulation,$1.2m ($925.5k - $1.6m),$1.8m
243970,"Invisible, Inc.",Klei Entertainment,Simulation,$3.9m ($2.6m - $5.1m),$371.3m
1021100,Aircraft Carrier Survival,CreativeForge Games,Simulation,$316.7k ($204.5k - $428.8k),$1.3m
1058770,我来自江湖 From Jianghu,INDIECN,Simulation,$594.1k ($334.5k - $853.7k),$7m
608990,The Archotek Project,The Archotek Project Team,Simulation,$542.3k ($291.3k - $793.3k),$542.6k
289950,Construction Simulator 2015,astragon Entertainment,Simulation,$6.8m ($3.9m - $9.6m),$103.7m
246900,Viscera Cleanup Detail,RuneStorm,Simulation,$14m ($8.7m - $19.3m),$14.5m
3021100,Five Hearts Under One Roof,Storytaco,Simulation,$3m ($2.1m - $4m),$3.5m
1980530,Kiwi Clicker - Juiced Up,tobspr Games,Simulation,$241.1k ($128k - $354.3k),$16.2m
2111170,STORY OF SEASONS: A Wonderful Life,Marvelous,Simulation,$1.4m ($979.4k - $1.8m),$20.9m
64000,Men of War: Assault Squad,Fulqrum Publishing,Simulation,$1.3m ($822.9k - $1.8m),$51.6m
965230,DORAEMON  STORY OF SEASONS,BANDAI NAMCO Entertainment,Simulation,$1.4m ($935.5k - $1.9m),$478.1m
671440,Rise of Industry,Kasedo Games,Simulation,$2.6m ($1.5m - $3.6m),$25.8m
1264250,Fishing: North Atlantic - Enhanced Edition,Misc Games,Simulation,$2.3m ($1.4m - $3.2m),$5.8m
2499470,Pumping Simulator 2,Lance Games,Simulation,$1.1m ($793.5k - $1.5m),$1.5m
2291760,Papa's Freezeria Deluxe,Flipline Studios,Simulation,$1.5m ($1m - $2m),$2.7m
821250,Flotsam,Stray Fawn Publishing,Simulation,$1.8m ($1.2m - $2.5m),$20.1m
984780,MotoGP19,Milestone S.r.l.,Simulation,$926k ($635.6k - $1.2m),$60.1m
2303350,Sticky Business,Assemble Entertainment,Simulation,$1.9m ($1.2m - $2.5m),$24.3m
1812300,Aquatico,Overseer Games,Simulation,$884.3k ($589.9k - $1.1m),$4.5m
605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Excalibur Games,Simulation,$7m ($4.9m - $9.1m),$35.7m
3359320,SchoolBoy Runaway,Linked Squad,Simulation,$480.6k ($297.2k - $663.9k),$525.2k
885570,Nova-Life: Amboise,TeamNova,Simulation,$226 ($45 - $407),$226 
978460,Emily is Away <3,Kyle Seeley,Simulation,$843.7k ($550.3k - $1.1m),$1.6m
230290,Universe Sandbox,Giant Army,Simulation,$27.7m ($18m - $37.4m),$27.7m
2075070,KinitoPET,troy_en,Simulation,$1.4m ($1m - $1.9m),$1.4m
587450,Saurian,"Urvogel Games, LLC",Simulation,$842.6k ($523.2k - $1.1m),$842.1k
2401410,Cabernet,Akupara Games,Simulation,$602.4k ($400.4k - $804.5k),$33.7m
1170970,Marbles on Stream,Pixel by Pixel Studios Inc.,Simulation,$1.1m ($526.3k - $1.7m),$1.1m
1492730,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,Bandai Namco Entertainment,Simulation,$804.4k ($428.3k - $1.1m),$1.7b
2013730,Gourdlets,Future Friends Games,Simulation,$408.6k ($254.8k - $562.4k),$17.3m
886900,Chef: A Restaurant Tycoon Game,Digital Tribe,Simulation,$714.5k ($404.5k - $1m),$3.3m
301320,NoLimits 2 Roller Coaster Simulation,O.L. Software,Simulation,$1.9m ($1.2m - $2.6m),$1.9m
2100160,MotoGP23,Milestone S.r.l.,Simulation,$1m ($685.6k - $1.4m),$60.1m
1895860,Monster Girls and the Mysterious Adventure 2,NEKOTOKAGE GAMES,Simulation,$214.8k ($158.6k - $271k),$295.4k
2241910,Sweets Pusher Friends,STP WORKS,Simulation,$24.2k ($14.8k - $33.6k),$377.2k
1124260,Snowtopia: Ski Resort Builder,Goblinz Publishing,Simulation,$702.9k ($337.3k - $1m),$29.1m
1335240,放置勇者：远征/Idle Heroes:Odyssey,OnigiriStudio,Simulation,$126.7k ($91.1k - $162.3k),$126.6k
1210030,노베나 디아볼로스,H5DEV Games,Simulation,$487.4k ($309.2k - $665.6k),$487.4k
397100,MachineCraft,G2CREW,Simulation,0,$0 
3430470,PLATiNA :: LAB,HIGH-END Games,Simulation,$516.8k ($356.8k - $676.8k),$516.8k
485980,Syrian Warfare,Cats Who Play,Simulation,$913.2k ($607.9k - $1.2m),$995.7k
1314140,TramSim Vienna - The Tram Simulator,Aerosoft GmbH,Simulation,$2m ($1.4m - $2.6m),$56.5m
602320,Train Valley 2,Flazm,Simulation,$746.8k ($389.4k - $1.1m),$1.5m
599080,The Blackout Club,Question,Simulation,$3.4m ($2m - $4.9m),$4.2m
347620,Gaokao.Love.100Days,NVLMaker,Simulation,$1.9m ($1.2m - $2.6m),$6.2m
3239270,Night Shift Nurses,Shiravune,Simulation,$524.2k ($337.7k - $710.7k),$15.3m
686260,Forged Battalion,Petroglyph,Simulation,$669.1k ($262.5k - $1m),$4.3m
1029500,中华三国志 the Three Kingdoms of China,中三之家,Simulation,0,$0 
214550,Eets Munchies,Klei Entertainment,Simulation,$150.6k ($30.1k - $271.1k),$371.3m
2891120,Mad Smartphone Tycoon,Miradil,Simulation,$147.1k ($94.2k - $199.9k),$146.5k
314520,Euro Fishing,Dovetail Games,Simulation,$679.8k ($474.6k - $885k),$37.4m
254320,Duskers,Misfits Attic,Simulation,$1.4m ($971.2k - $1.9m),$1.5m
359550,Tom Clancy's Rainbow Six Siege,Ubisoft,Sports,$556.5m ($304.2m - $808.7m),$2.4b
677620,Splitgate: Arena Warfare,1047 Games,Sports,$902.5k ($666.6k - $1.1m),$2.8m
2878980,NBA 2K25,2K,Sports,$49m ($32.1m - $65.9m),$1.7b
1049590,Eternal Return,Nimble Neuron,Sports,$80.6m ($53.6m - $107.5m),$80.6m
291550,Brawlhalla,Ubisoft,Sports,$108.7m ($75.3m - $142.1m),$2.4b
518790,theHunter: Call of the Wild,Avalanche Studios,Sports,$73.8m ($49.3m - $98.4m),$115.2m
1692250,F1 22,Electronic Arts,Sports,$5.2m ($3.2m - $7.2m),$4.5b
431240,Golf With Your Friends,Team17,Sports,$34.9m ($21.4m - $48.4m),$491.6m
207140,SpeedRunners,tinyBuild,Sports,$15.3m ($7.8m - $22.8m),$179.6m
2488620,F1 24,Electronic Arts,Sports,$26.5m ($18m - $35m),$4.5b
1846380,Need for Speed Unbound,Electronic Arts,Sports,$26.4m ($19.7m - $33m),$4.5b
310950,Street Fighter V,"CAPCOM Co., Ltd.",Sports,$45.9m ($28.6m - $63.1m),$1.8b
2315690,WWE 2K24,2K,Sports,$9.8m ($7.3m - $12.3m),$1.7b
2591280,F1 Manager 2024,Frontier Developments,Sports,$7.1m ($4.8m - $9.4m),$430.9m
498660,Mind Spheres,SA Industry,Sports,$37k ($21k - $53k),$4m
1537830,Disney Speedstorm,Gameloft,Sports,$4.2m ($2.9m - $5.5m),$64.8m
1114150,CarX Street,"CarX Technologies, LLC",Sports,$8.9m ($6.5m - $11.4m),$29.4m
471710,Rec Room,Rec Room,Sports,$11.8m ($8.6m - $15.1m),$11.8m
2157560,Granblue Fantasy Versus: Rising,"Cygames, Inc.",Sports,$9.3m ($6m - $12.5m),$209.9m
2385530,PGA TOUR 2K25,2K,Sports,$9.9m ($6.7m - $13.2m),$1.7b
2287220,F1 Manager 2023,Frontier Developments,Sports,$5.3m ($3.5m - $7.1m),$430.9m
282440,Quake Live,Bethesda Softworks,Sports,$3.9m ($2.2m - $5.5m),$2.1b
2582560,EA SPORTS Madden NFL 25,Electronic Arts,Sports,$8.7m ($5.8m - $11.6m),$4.5b
212480,Sonic & All-Stars Racing Transformed Collection,SEGA,Sports,$11.7m ($6.5m - $16.8m),$1.6b
1408610,Call of the Wild: The Angler,Avalanche Studios,Sports,$7.6m ($4.4m - $10.9m),$115.2m
2878960,WWE 2K25,2K,Sports,$9m ($6.4m - $11.5m),$1.7b
960170,DJMAX RESPECT V,NEOWIZ,Sports,$15.6m ($9.1m - $22m),$124.1m
220160,Trials Evolution: Gold Edition,Ubisoft,Sports,$3.5m ($1.8m - $5.2m),$2.4b
586140,BlazBlue Centralfiction,"H2 Interactive Co., Ltd.",Sports,$9.5m ($6.4m - $12.5m),$16.2m
2698940,The Crew Motorfest,Ubisoft,Sports,$9.2m ($6.6m - $11.9m),$2.4b
936140,Pro Cycling Manager 2019,Nacon,Sports,$485.5k ($234.1k - $736.8k),$157.6m
1767560,Pro Cycling Manager 2022,Nacon,Sports,$1.1m ($550.2k - $1.7m),$157.6m
1070330,Russian Life Simulator,Abama Entertainment,Sports,$256.6k ($147.6k - $365.6k),$256.5k
1259980,RIDE 4,Milestone S.r.l.,Sports,$11.8m ($7.4m - $16.1m),$60.1m
571740,Golf It!,Perfuse Entertainment,Sports,$18.5m ($11.9m - $25.1m),$18.5m
3170540,Backyard Baseball '97,Playground Productions,Sports,$881.5k ($549.9k - $1.2m),$1.2m
408760,Pro Cycling Manager 2016,Nacon,Sports,$836.3k ($514.6k - $1.1m),$157.6m
1453850,Pro Cycling Manager 2021,Nacon,Sports,$886k ($177.8k - $1.5m),$157.6m
1477590,EZ2ON REBOOT : R,"Neonovice Co., Ltd.",Sports,$3.8m ($2.1m - $5.5m),$3.8m
376300,GUILTY GEAR Xrd -SIGN-,Arc System Works,Sports,$2.5m ($1.5m - $3.4m),$87.6m
681280,Descenders,No More Robots,Sports,$8.4m ($5.9m - $10.9m),$24.5m
2395210,Tony Hawk's Pro Skater 1 + 2,Activision,Sports,$4.5m ($3m - $6.1m),$1.5b
365960,rFactor 2,Studio 397,Sports,$9.5m ($6m - $13.1m),$20.4m
1566200,Tape to Tape,Excellent Rectangle,Sports,$2.3m ($1.5m - $3m),$2.3m
1161490,MotoGP20,Milestone S.r.l.,Sports,$3m ($1.8m - $4.3m),$60.1m
496240,Onward,Downpour Interactive,Sports,$7.9m ($5.8m - $10.1m),$7.9m
360620,Spellsworn,Frogsong Studios,Sports,$599 ($331 - $868),$17.4k
871540,BMX Streets,Mash Games,Sports,$2m ($1.2m - $2.7m),$3.8m
1677350,EA SPORTS PGA TOUR,Electronic Arts,Sports,$2.9m ($1.9m - $3.9m),$4.5b
1307090,Barro Racing,SC Jogos,Sports,$69.2k ($37.9k - $100.6k),$762.8k
1953520,WRC Generations – The FIA WRC Official Game,Nacon,Sports,$2.2m ($1.6m - $2.9m),$157.6m
1029550,Torque Drift,Grease Monkey Games,Sports,$132.5k ($80k - $184.9k),$306.4k
1990740,Barro GT,SC Jogos,Sports,$151.6k ($30.3k - $272.8k),$762.8k
759740,RIDE 3,Milestone S.r.l.,Sports,$5.2m ($3.5m - $6.9m),$60.1m
1451810,LEGO 2K Drive,2K,Sports,$2.1m ($1.2m - $3m),$1.7b
2581700,MotoGP24,Milestone S.r.l.,Sports,$1.6m ($1.1m - $2m),$60.1m
301120,Eastside Hockey Manager,SEGA,Sports,$736.2k ($363.5k - $1.1m),$1.6b
1136380,Ultimate Fishing Simulator 2,Ultimate Games S.A.,Sports,$684.1k ($371.6k - $996.6k),$9.6m
508530,HackyZack,Spaceboy Games,Sports,$96.9k ($19.3k - $174.4k),$96.9k
1650010,RIDE 5,Milestone S.r.l.,Sports,$4.5m ($3m - $6m),$60.1m
2360210,Rune Coliseum,Rafale Software,Sports,$508.7k ($325.8k - $691.7k),$508.8k
1462810,WRC 10 FIA World Rally Championship,Nacon,Sports,$3.4m ($1.9m - $5m),$157.6m
228760,TrackMania² Canyon,Ubisoft,Sports,$2.9m ($1.7m - $4.2m),$2.4b
988910,Super Mega Baseball 3,Electronic Arts,Sports,$1.6m ($1m - $2.1m),$4.5b
1166860,Rival Stars Horse Racing: Desktop Edition,PikPok,Sports,$6m ($3.9m - $8.1m),$12.1m
1151050,Golf Gang,Curve Games,Sports,$557.8k ($246.1k - $869.5k),$196.4m
1864950,Beastieball,Klei Publishing,Sports,$514.2k ($358k - $670.4k),$8.6m
477770,Ride 2,Milestone S.r.l.,Sports,$2.2m ($1.6m - $2.7m),$60.1m
1304340,Monster Energy Supercross - The Official Videogame 4,Milestone S.r.l.,Sports,$253k ($170.7k - $335.4k),$60.1m
1487210,Super Mega Baseball 4,Electronic Arts,Sports,$1.3m ($907k - $1.7m),$4.5b
1205970,MX vs ATV Legends,THQ Nordic,Sports,$4.2m ($2.5m - $5.8m),$387.4m
518030,Aim Hero,ProGames Studio,Sports,$1.1m ($561.7k - $1.7m),$1.1m
626610,TT Isle of Man: Ride on the Edge,Nacon,Sports,$1.3m ($894.6k - $1.7m),$157.6m
550320,art of rally,Funselektor Labs Inc.,Sports,$3.5m ($2.1m - $4.9m),$4.9m
429780,Bunny Hop League,PolyDigital,Sports,$122.6k ($71.6k - $173.6k),$122.6k
1262600,Need for Speed Rivals,Electronic Arts,Sports,$2.2m ($1.5m - $2.9m),$4.5b
399820,Kopanito All-Stars Soccer,Merixgames,Sports,$540.5k ($352.2k - $728.8k),$540.5k
815780,PIPE by BMX Streets,Mash Games,Sports,$1.1m ($721.7k - $1.5m),$3.8m
55140,MX vs. ATV Reflex,THQ Nordic,Sports,$1.1m ($752k - $1.5m),$387.4m
1182020,WGT Golf,"World Golf Tour, LLC",Sports,$3.2m ($1.7m - $4.8m),$3.2m
2494340,Tour de France 2024,Nacon,Sports,$319.7k ($199.1k - $440.3k),$157.6m
1089830,Monster Energy Supercross - The Official Videogame 3,Milestone S.r.l.,Sports,$809.8k ($504k - $1.1m),$60.1m
442500,Age of Gladiators,Creative Storm Entertainment,Sports,$257.5k ($166.1k - $349k),$705.4k
1511630,TrackDayR,MadCow S.r.l.,Sports,$1.4m ($1m - $1.7m),$1.4m
505740,Eximius: Seize the Frontline,Ammobox Studios,Sports,$735.9k ($424.9k - $1m),$736k
1682050,PropHunter,Alone Fox Games,Sports,$211.3k ($42.2k - $380.4k),$213.1k
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,Arc System Works,Sports,$398.7k ($200.8k - $596.5k),$87.6m
1058830,Spin Rhythm XD,Super Spin Digital,Sports,$1.7m ($1.2m - $2.3m),$1.7m
526980,Handball 17,Nacon,Sports,$42k ($8.4k - $75.6k),$157.6m
692030,Tennis World Tour,Nacon,Sports,$782.6k ($322k - $1.2m),$157.6m
2052040,Golden Lap,Funselektor Labs Inc.,Sports,$371.6k ($249.5k - $493.8k),$4.9m
2545360,Lonely Mountains: Snow Riders,Megagon Industries,Sports,$444k ($311.3k - $576.6k),$1.5m
1213750,Fight Crab,PLAYISM,Sports,$639.5k ($406k - $872.9k),$86.3m
240600,MotoGP13,Plug In Digital,Sports,$297.9k ($209k - $386.9k),$7.2m
2337630,AFL 23,Nacon,Sports,$567.2k ($392.5k - $742k),$157.6m
522230,The Fishing Club 3D: Co-op Sport Angling,Robot Riot UG (haftungsbeschränkt),Sports,$502.9k ($310.3k - $695.5k),$503.1k
3468640,AFL 26,Nacon,Sports,$254.8k ($170.9k - $338.7k),$157.6m
1345870,Franchise Hockey Manager 7,Out of the Park Developments,Sports,$324.8k ($191.9k - $457.7k),$3.5m
464850,Don Bradman Cricket 17,Big Ant Studios,Sports,$303.3k ($177.7k - $428.9k),$5.1m
2084720,Home Run High,"Kairosoft Co., Ltd",Sports,$86.5k ($45.4k - $127.6k),$5.6m
1044720,Farthest Frontier,Crate Entertainment,Strategy,$27.4m ($18.3m - $36.5m),$68m
1874880,Arma Reforger,Bohemia Interactive,Strategy,$47.6m ($34.9m - $60.2m),$619.3m
313160,Farming Simulator 15,Giants Software,Strategy,$13m ($9.1m - $16.9m),$179.6m
244160,Homeworld Remastered Collection,Gearbox Publishing,Strategy,$18.4m ($12.9m - $24m),$259.9m
728880,Overcooked! 2,Team17,Strategy,$101.2m ($58.7m - $143.7m),$491.6m
718850,Age of Wonders: Planetfall,Paradox Interactive,Strategy,$17.5m ($10.6m - $24.3m),$1.1b
400750,Call to Arms - Gates of Hell: Ostfront,Digitalmindsoft,Strategy,$14.7m ($9.9m - $19.5m),$24.2m
604540,Empire of Sin,Paradox Interactive,Strategy,$6.1m ($4.2m - $8m),$1.1b
2067920,Rogue: Genesia,Ouadi Huard,Strategy,$3.5m ($2.3m - $4.6m),$3.5m
1473350,(the) Gnorp Apologue,(Myco),Strategy,$2.7m ($1.8m - $3.5m),$2.7m
40400,AI War: Fleet Command,Arcen Games,Strategy,$364.8k ($164.9k - $564.8k),$2.2m
551170,Onmyoji,NetEase Games,Strategy,$6.7m ($3.8m - $9.5m),$310.1m
1222690,Dragon Age Inquisition,Electronic Arts,Strategy,$11.6m ($7.6m - $15.7m),$4.5b
2503770,House of Legacy,Thermite Games,Strategy,$1.6m ($1.1m - $2.1m),$5.1m
102600,Orcs Must Die!,Robot Entertainment,Strategy,$1.7m ($1m - $2.4m),$25.8m
2421410,Cyber Manhunt 2: New World - The Hacking Simulator,Spiral Up Games,Strategy,$1.1m ($856.5k - $1.4m),$32.8m
688470,Han Xiongnu Wars,Shangshi Studio,Strategy,$653.8k ($299.8k - $1m),$653.6k
1656780,Hero's Hour,Goblinz Publishing,Strategy,$5m ($3.1m - $6.9m),$29.1m
300550,Shadowrun: Dragonfall - Director's Cut,Paradox Interactive,Strategy,$2.8m ($1.6m - $4m),$1.1b
983380,Car Manufacture,PlayWay S.A.,Strategy,$1.2m ($935.8k - $1.6m),$275.8m
1879330,WARRIORS OROCHI 3 Ultimate Definitive Edition,"KOEI TECMO GAMES CO., LTD.",Strategy,$4.6m ($2.4m - $6.7m),$424.5m
1404850,Luck be a Landlord,TrampolineTales,Strategy,$4.6m ($2.9m - $6.3m),$4.7m
666150,Prehistoric Kingdom,Crytivo,Strategy,$2.9m ($1.8m - $4m),$23.4m
523150,Mahjong World Contest (麻将),8Floor,Strategy,$8k ($4.3k - $11.7k),$3.8m
950740,China: Mao's legacy,Nostalgames,Strategy,$182.1k ($107.3k - $256.9k),$662.3k
581980,Candy Machine,Colossal Wreck,Strategy,$7.7k ($3.1k - $12.2k),$7.7k
919370,Overdungeon,Pocketpair,Strategy,$1.1m ($814.6k - $1.5m),$438m
287980,Mini Metro,Dinosaur Polo Club,Strategy,$7.8m ($5.2m - $10.4m),$18.4m
1191840,Legend Creatures(传奇生物),HideChara,Strategy,$766.8k ($505.2k - $1m),$767.2k
22000,World of Goo,2D BOY,Strategy,$1.1m ($705.3k - $1.5m),$1.8m
1726130,Pathless Woods,AniYa Games Studio,Strategy,$572.6k ($438.5k - $706.7k),$572.2k
2078230,"Badlands Crew - Drive, Command, Conquer",Curve Games,Strategy,$746.3k ($542.1k - $950.5k),$196.4m
2334220,Home Sweet Home : Online,Shift Now,Strategy,$953.6k ($482.6k - $1.4m),$953.6k
1434950,HighFleet,MicroProse Software,Strategy,$4.9m ($3.4m - $6.4m),$43.7m
3168260,Blackthorn Arena: Reforged,Light Up Games,Strategy,$603.1k ($344.4k - $861.8k),$1.9m
2085000,SaGa Emerald Beyond ,Square Enix,Strategy,$580.2k ($433.7k - $726.6k),$1b
2179850,Cobalt Core,Brace Yourself Games,Strategy,$2.1m ($1.5m - $2.7m),$17m
247020,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,Strategy,$1.3m ($714k - $1.9m),$3.7m
257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,Strategy,0,$0 
567210,Bunnyrama,Starwind Games,Strategy,$12.3k ($2.4k - $22.3k),$36.2k
2338140,Dokapon Kingdom: Connect,Idea Factory International,Strategy,$2.3m ($1.4m - $3.3m),$37.9m
341000,Mad Games Tycoon,Eggcode,Strategy,$1.8m ($1.4m - $2.3m),$7m
3183310,Forgotten Journey,FJ-Studio,Strategy,$2.8k ($1.4k - $4.2k),$2.8k
544870,Blood Ties,Warfare Studios,Strategy,$3.3k ($666 - $5.9k),$65.7k
814370,Monster Sanctuary,Team17,Strategy,$5.7m ($3.7m - $7.6m),$491.6m
484950,恶魔迷宫 | Evil Maze,ZOV GAME STUDIO,Strategy,$79.1k ($48.1k - $110.1k),$220.3k
911430,Good Company,Chasing Carrots,Strategy,$2.1m ($1.3m - $2.9m),$8.1m
1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,KONAMI,Strategy,$6.2m ($4.1m - $8.3m),$639.8m
512250,Oh...Sir!! The Insult Simulator,Good Shepherd Entertainment,Strategy,$480.6k ($307.5k - $653.6k),$91m
1863750,挂机神话,摸鱼猫工作室,Strategy,$61.7k ($40.6k - $82.7k),$67.9k
1618380,Spellmasons,Octavia Blue,Strategy,$589.9k ($380.3k - $799.5k),$588.3k
2257010,Creeper World IXE,Knuckle Cracker,Strategy,$482.8k ($324.6k - $641k),$9.1m
1570070,Beholder 3,Alawar,Strategy,$718.3k ($427.8k - $1m),$13.3m
968250,King of Retail,Iceberg Interactive,Strategy,$1.9m ($1.3m - $2.5m),$34.2m
329130,Reassembly,Indie Voyage,Strategy,$1.9m ($1.4m - $2.5m),$2.1m
350110,TransOcean 2: Rivals,astragon Entertainment,Strategy,$604.5k ($362.8k - $846.3k),$103.7m
24810,Command & Conquer 3: Kane’s Wrath,Electronic Arts,Strategy,$6.2m ($2.9m - $9.5m),$4.5b
353640,Train Valley,Flazm,Strategy,$684.2k ($424.2k - $944.2k),$1.5m
305260,Battle Islands,505 Games,Strategy,0,$293.6m
310510,Deathtrap,NeocoreGames,Strategy,$1.1m ($743.6k - $1.5m),$38.8m
312720,Khet 2.0,BlueLine Games,Strategy,$30.1k ($15.7k - $44.4k),$135.2k
3132860,天月麻雀 (Amatsuki Mahjong),Cyber Alice Limited,Strategy,$239.9k ($141k - $338.9k),$239.9k
1471270,Seablip,Vibedy,Strategy,$813.1k ($550.1k - $1m),$813k
1358710,Battle Cry of Freedom,Flying Squirrel Entertainment,Strategy,$275.2k ($130.2k - $420.3k),$275.4k
2674590,Beltmatic,Notional Games,Strategy,$770.6k ($470.3k - $1m),$785.7k
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,ScottGames,Strategy,$10.4m ($7.3m - $13.5m),$44.7m
2603020,Citadelum,Abylight Studios,Strategy,$682.7k ($478.3k - $887k),$2.3m
486860,MMORPG Tycoon 2,VectorStorm Pty Ltd,Strategy,$3.6m ($2.5m - $4.8m),$3.6m
513560,Hunger Dungeon,No Stuck Game Studio,Strategy,$2.2k ($1.2k - $3.2k),$512.2k
1275350,Ninja Kiwi Archive,Ninja Kiwi,Strategy,$23.5k ($11.3k - $35.7k),$64.7m
2182630,Mob Factory,LiterallyEveryone Games,Strategy,$414.6k ($272.1k - $557.1k),$414.4k
762650,Depraved,Evil Bite,Strategy,$987.6k ($578.8k - $1.3m),$987.4k
542480,Therian Saga,Virtys,Strategy,$14.9k ($9.6k - $20.2k),$101.9k
278530,3 Stars of Destiny,KOMODO,Strategy,$88.3k ($17.6k - $159k),$17.2m
322450,FRAMED Collection,Fellow Traveller,Strategy,$301.7k ($179.7k - $423.7k),$16.8m
265890,Hexcells,Matthew Brown,Strategy,$309.6k ($221.9k - $397.2k),$867.1k
312790,Agarest: Generations of War 2,Ghostlight LTD,Strategy,$175.9k ($108.7k - $243k),$3.5m
823550,Booty Calls,Nutaku Publishing,Strategy,0,$34.7m
2094910,Pile Up!,Catoptric Games,Strategy,$353.5k ($235.7k - $471.3k),$1.2m
1240630,Hex of Steel,War Frogs Studio,Strategy,$248.9k ($163k - $334.8k),$248.4k
294160,Galcon 2: Galactic Conquest,"Hassey Enterprises, Inc.",Strategy,$2.1k ($1.3k - $2.9k),$228.9k
6800,Commandos: Behind Enemy Lines,Kalypso Media Digital,Strategy,$698.1k ($395.1k - $1m),$47.6m
201210,Pox Nora,Desert Owl Games LLC,Strategy,$13.7k ($7.4k - $20.1k),$14.8k
1578220,Mister Furry: Hot Muscles,Red Six Publishing,Strategy,$32.9k ($21.3k - $44.5k),$185.6k
29180,Osmos,Hemisphere Games,Strategy,$715.8k ($337.9k - $1m),$715.9k
1373090,"Yes, Your Grace 2: Snowfall",Brave At Night,Strategy,$691.8k ($465.3k - $918.3k),$1.1m
1516750,Alien Marauder,Vexan Studio,Strategy,$145.6k ($84.9k - $206.4k),$145.6k
45100,Secret of the Magic Crystals,Artery Games,Strategy,$242.5k ($118.8k - $366.2k),$244k
3170,King's Bounty: Armored Princess,Fulqrum Publishing,Strategy,$159.8k ($86.1k - $233.4k),$51.6m
463980,Solitairica,Righteous Hammer Games,Strategy,$97.4k ($65.2k - $129.5k),$114.9k
1516080,That Time I Got Reincarnated as an Orc,OTAKU Plan,Strategy,$116.8k ($67.5k - $166.1k),$8.4m
409870,Phantom Brave PC,"NIS America, Inc.",Strategy,$353.9k ($216.6k - $491.2k),$48m
1896390,Stickman Trenches,Big Play Games,Strategy,$273.1k ($170.4k - $375.8k),$394.3k
3139620,Frontline Crisis,Gamersky Games,Strategy,$82.8k ($53.2k - $112.4k),$60.7m
568090,Tattletail,"Little Flag Software, LLC",Strategy,$519.7k ($337.4k - $701.9k),$519.9k
25980,Majesty 2,Paradox Interactive,Strategy,$215k ($124.1k - $305.8k),$1.1b
3107590,スペルトナエル,おまど,Strategy,$9.6k ($5.9k - $13.2k),$9.5k
863500,All Quiet in the Trenches,Totally Not Aliens,Strategy,$440.6k ($293.9k - $587.2k),$440.7k
4890,Cossacks II: Battle for Europe,GSC World Publishing,Strategy,$90.2k ($49.8k - $130.7k),$1.2m
1041710,Sim Empire,TKG Inc.,Strategy,$46.4k ($22.7k - $70.1k),$46.4k
232090,Killing Floor 2,Tripwire Interactive,Survival,$92.1m ($62.9m - $121.4m),$237.9m
648800,Raft,Axolot Games,Survival,$233.9m ($164.7m - $303.2m),$276.7m
2622380,ELDEN RING NIGHTREIGN,"FromSoftware, Inc.",Survival,$120.7m ($77.8m - $163.6m),$1.3b
368230,Kingdom: Classic,Raw Fury,Survival,0,$99.5m
1149460,ICARUS,RocketWerkz,Survival,$42.6m ($30.6m - $54.6m),$49.8m
617290,Remnant: From the Ashes,Arc Games,Survival,$64.6m ($45.1m - $84.2m),$330.6m
1943950,Escape the Backrooms,Secret Mode,Survival,$44.4m ($30.1m - $58.7m),$74.5m
1304930,The Outlast Trials,Red Barrels,Survival,$78.3m ($52.3m - $104.4m),$137.7m
1527950,Wartales,Shiro Games,Survival,$30.8m ($21.7m - $39.8m),$90.7m
