appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
208806,Tomb Raider: Hunter Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
7030,Tomb Raider: Legend Demo,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics,"SQUARE ENIX, Eidos Interactive",0.0,steamspy,,True
208809,Tomb Raider: Mountaineer Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
208818,Tomb Raider: Sure-Shot Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
5134,Tomb Raider: Underworld - Beneath the Sea Gameplay Trailer,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics Inc.,"SQUARE ENIX, Eidos Interactive",0.0,steamspy,,True
5135,Tomb Raider: Underworld - Mexico Gameplay Trailer,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics Inc.,"SQUARE ENIX, Eidos Interactive",0.0,steamspy,,True
8150,Tomb Raider: Underworld Demo,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics,Square Enix,0.0,steamspy,,True
890100,Tomb Reader: TrapLand Demo,"Adventure, Indie",,,,Tandem,Versus Studio,0.0,steamspy,,True
942100,Tomboys Need Love Too! Soundtrack,"Casual, Indie, Simulation",,,,Zetsubou,,0.0,steamspy,,True
518710,Tomoyo After - Original Soundtrack,"Adventure, Casual, RPG, Strategy",,,,VisualArts/Key,VisualArts,0.0,steamspy,,True
1052540,Toolboy,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Majestic Twelve,Art Games Studio S.A.,0.0,steamspy,,True
1769150,Toolnich Village,"Action, Adventure, Casual, Indie, RPG, Visual Novel",,,,Bionutul,Bionutul,0.0,steamspy,,True
698760,Tooth and Tail - Official Soundtrack,"Action, Casual, Indie, Strategy",,,,"Pocketwatch Games, Austin Wintory",Pocketwatch Games,0.0,steamspy,,True
5461,Torchlight Alchemist Trailer,"Action, Adventure, Indie, RPG",,,,,,0.0,steamspy,,True
41510,Torchlight Demo,"Action, Adventure, Indie, RPG",,,,Runic Games,Runic Games,0.0,steamspy,,True
5463,Torchlight Destroyer Trailer,"Action, Adventure, Indie, RPG",,,,Runic Games,Runic Games,0.0,steamspy,,True
219850,Torchlight II Demo,"Action, Adventure, Indie, RPG",,,,Runic Games,,0.0,steamspy,,True
81609,Torchlight II Trailer,"Action, Adventure, Indie, RPG",,,,,,0.0,steamspy,,True
82019,Torchlight II Trailer,"Action, Adventure, Indie, RPG",,,,Runic Games,,0.0,steamspy,,True
5462,Torchlight Vanquisher Trailer,"Action, Adventure, Indie, RPG",,,,Runic Games,Runic Games,0.0,steamspy,,True
367640,Toren - Soundtrack,"Adventure, Indie",,,,Swordtales,,0.0,steamspy,,True
645950,Toricky Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle, Strategy",,,,Atelier Melon-Kissa,"Atelier Melon-Kissa, OtakuMaker.com",0.0,steamspy,1.0,True
645890,Tormentor❌Punisher OST,"Action, Indie",,,,E-Studio,Raw Fury,0.0,steamspy,,True
347680,Tormentum - Dark Sorrow Demo,"Adventure, Indie",,,,OhNoo Studio,OhNoo Studio,0.0,steamspy,,True
246640,TorqueL prototype,"Action, Casual, Indie",,,,FullPowerSideAttack.com,,0.0,steamspy,,True
897870,Total 15: Soundtrack,"Casual, Indie",,,,Softwaves Mini,HandMade Games,0.0,steamspy,,True
81602,Total War - SHOGUN 2 Fall of the Samurai Acclaim Trailer,"Action, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
81612,Total War - SHOGUN 2 Fall of the Samurai Interview Trailer,"Action, Adventure, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
81603,Total War - SHOGUN 2 Fall of the Samurai Multiplayer Trailer,"Action, Adventure, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
82067,Total War Rome II Carthage Gameplay Trailer ESRB,"Action, Simulation, Strategy",,,,Creative Assembly,,0.0,steamspy,,True
81636,Total War SHOGUN 2 Dragon War Battle Pack Trailer,"Action, Strategy",,,,,,0.0,steamspy,,True
81877,Total War SHOGUN 2 Saints and Heroes COB Trailer,Strategy,,,,,,0.0,steamspy,,True
81876,Total War SHOGUN 2 Saints and Heroes ESRB Trailer,Strategy,,,,The Creative Assembly,,0.0,steamspy,,True
81878,Total War SHOGUN 2 Saints and Heroes PEGI Trailer,Strategy,,,,,,0.0,steamspy,,True
81879,Total War SHOGUN 2 Saints and Heroes USKTrailer,Strategy,,,,,,0.0,steamspy,,True
81449,Total War Shogun 2 Fall of the Samurai Trailer AUS,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81464,Total War Shogun 2 Fall of the Samurai Trailer DE,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81450,Total War Shogun 2 Fall of the Samurai Trailer ENG,"Action, Adventure, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
81453,Total War Shogun 2 Fall of the Samurai Trailer FR,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81451,Total War Shogun 2 Fall of the Samurai Trailer INT PEGI,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81458,Total War Shogun 2 Fall of the Samurai Trailer ITA,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81457,Total War Shogun 2 Fall of the Samurai Trailer POL,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81455,Total War Shogun 2 Fall of the Samurai Trailer SPA,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81454,Total War Shogun 2 Fall of the Samurai Trailer UK PEGI,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
81498,Total War: SHOGUN 2 - Fall of the Samurai Announcement ESRB Trailer,"Action, Adventure, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
81497,Total War: SHOGUN 2 - Fall of the Samurai Story ESRB Trailer,"Action, Adventure, Strategy",,,,The Creative Assembly,,0.0,steamspy,,True
223180,Total War: SHOGUN 2 – Otomo Clan Pack DLC,Strategy,,,,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
201272,Total War: Shogun 2 - Blood Pack DLC,Strategy,,,,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
1037220,Totem Force Demo,"Adventure, Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
752490,Touhou Tenkuushou ~ Hidden Star in Four Seasons. Demo,"Action, Casual, Indie, Shooter",,,,上海アリス幻樂団,"Mediascape Co., Ltd.",0.0,steamspy,,True
1001510,Tower Behind the Moon Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
961630,Tower Hunter: Erza's Trial - OST,"Action, Adventure, Casual, Indie, RPG",,,,IceSitruuna,IceSitruuna,0.0,steamspy,,True
461740,Tower Unite - Original Soundtrack,"Action, Adventure, Casual, Indie, Massively Multiplayer",,,,William Reid,PixelTail Games,0.0,steamspy,,True
81910,Tower Wars Trailer,"Action, Indie, Strategy, Tower Defense",,,,SuperVillain Studios,,0.0,steamspy,,True
285370,Tower of Guns Soundtrack,"Action, Indie",,,,Terrible Posture Games,,0.0,steamspy,,True
2449630,Tower of Pandemonium,"Action, Indie, Metroidvania, Platformer, RPG",,,,"Freddy Guerra, Kevin Fagundez",Freddy Guerra,0.0,steamspy,,True
713280,Tower of Time Soundtrack,"RPG, Strategy",,,,Event Horizon,,0.0,steamspy,,True
632310,Tower!2011:SE - Frankfurt [EDDF] Airport DLC,"Indie, Simulation",,,,FeelThere,FeelThere,0.0,steamspy,,True
428140,TowerClimb - Extended Original Soundtrack,"Action, Adventure, Indie, RPG",,,,Davioware and Quazi,,0.0,steamspy,,True
337840,TowerFall Dark World Expansion,"Action, Adventure, Fighting, Indie, Platformer",,,,"Maddy Makes Games Inc., Extremely OK Games, Ltd.",Maddy Makes Games Inc.,0.0,steamspy,,True
648420,Town of Salem - Original Sound Track,"Indie, RPG, Strategy",,,,BlankMediaGames,,0.0,steamspy,,True
466930,Townopolis Demo,"Casual, Indie, Simulation, Strategy",,,,Lonely Troops,Lonely Troops,0.0,steamspy,,True
221030,Towns Demo,"Adventure, Casual, City Builder, Indie, RPG, Simulation, Strategy, Survival",,,,"Xavi Canal, Ben Palgi",,0.0,steamspy,,True
81595,Toy Soldier Trailer,"Action, Casual, Simulation, Strategy, Tower Defense",,,,Signal Studios,Microsoft Games Studios,0.0,steamspy,,True
81618,Toy Soldiers Trailer,"Action, Casual, Simulation, Strategy, Tower Defense",,,,Signal Studios,,0.0,steamspy,,True
1586830,Toy Tinker Simulator: BETA,"Casual, Indie, Simulation",,,,Turquoise Revival Games,"GrabTheGames, WhisperGames",0.0,steamspy,,True
1510570,Toy Tinker Simulator: Prologue,"Casual, Indie, Simulation",,,,Turquoise Revival Games,GrabTheGames,0.0,steamspy,,True
618110,Toymaker Demo,"Indie, RPG",,,,Red Skald,Red Skald,0.0,steamspy,,True
953,TrackMania United Trailer,Racing,,,,,,0.0,steamspy,,True
264660,TrackMania² Valley Demo,"Racing, Sports",,,,Nadeo,Ubisoft,0.0,steamspy,,True
468890,Trackday Manager Demo,"Racing, Simulation, Sports, Strategy",,,,Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,0.0,steamspy,,True
5031,Trackmania Nations Forever Trailer,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports",,,,,,0.0,steamspy,,True
456400,Trackmania Turbo Demo,"Action, Massively Multiplayer, Racing",,,,Nadeo,Ubisoft,0.0,steamspy,33.0,True
5047,Trackmania United Forever Trailer,Racing,,,,,,0.0,steamspy,,True
600730,Trackmania² Lagoon Demo,"Racing, Sports",,,,Nadeo,Ubisoft,0.0,steamspy,63.0,True
735400,Tractorball Demo,"Action, Indie, Racing, Sports",,,,Ninja Whale Studios,Ninja Whale Studios,0.0,steamspy,,True
3252940,Tradiecraft Tool Trials,"Action, Adventure, Indie, Platformer, Puzzle, Roguelike, Simulation, Strategy",,,,"Eureka Learning Network Pty Ltd, ELN Game Studio","Eureka Learning Network Pty Ltd, ELN Game Studio",0.0,steamspy,,True
1248140,Trailer Trashers,"Action, Indie, Shooter",,,,Sakari Games,Sakari Games,0.0,steamspy,,True
840460,Trailmakers Demo,"Action, Adventure, Indie, Racing, Simulation, Survival",,,,Flashbulb,Flashbulb,0.0,steamspy,,True
376972,Train Simulator: Clear Creek Log & Lumber Expansion Pack Add-On,Simulation,,,,Romantic Railroads,Dovetail Games - Trains,0.0,steamspy,,True
562380,Train Simulator: Corris Railway Expansion Pack Loco Add-On,Simulation,,,,Skyhook Games,Dovetail Games - Trains,0.0,steamspy,,True
492480,Train Valley - Original Soundtrack,"Casual, Indie, Simulation, Strategy",,,,"Alexander Ahura, Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",,0.0,steamspy,,True
380930,Train Valley Demo,"Indie, Simulation, Strategy",,,,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",Flazm,0.0,steamspy,,True
937680,Trainz 2019 DLC - Trainz Route: Rostovsky Uzel,Simulation,,,,N3V Games,,0.0,steamspy,,True
650370,Trainz 2019 DLC: Andrushivka - Vinnitsa UZ,Simulation,,,,N3V Games,,0.0,steamspy,,True
620490,Trainz 2019 DLC: Avmz Intercity 71,Simulation,,,,N3V Games,,0.0,steamspy,,True
664280,Trainz 2019 DLC: BNSF GP38-2 Pumpkins (2 Pack),Simulation,,,,N3V Games,,0.0,steamspy,,True
598900,Trainz 2019 DLC: Chicago & North Western GE C40-8,Simulation,,,,N3V Games,,0.0,steamspy,,True
1016620,Trainz 2019 DLC: Kickstarter County (TANE),Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
663280,Trainz 2019 DLC: Legacy of the Burlington Northern II,Simulation,,,,N3V Games,,0.0,steamspy,,True
599690,Trainz 2019 DLC: Nickel Plate High Speed Freight,Simulation,,,,N3V Games,,0.0,steamspy,,True
664330,Trainz 2019 DLC: Shmmns Coil Transporter,Simulation,,,,N3V Games,,0.0,steamspy,,True
80895,Trainz Simulator 12 - Gameplay Trailer,Simulation,,,,,,0.0,steamspy,,True
24673,Trainz Simulator DLC: Aerotrain,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
24678,Trainz Simulator DLC: BR Class 14,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
318050,Trainz Simulator DLC: CONTZ Pack - Basic Edition,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
317690,Trainz Simulator DLC: CONTZ Pack - Standard Edition,Simulation,,,,N3V Games,,0.0,steamspy,,True
24677,Trainz Simulator DLC: Coronation Scot,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
238991,Trainz Simulator DLC: Nickel Plate High Speed Freight Set,Simulation,,,,N3V Games,,0.0,steamspy,,True
24676,Trainz Simulator DLC: PRR T1,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
318960,Trainz Simulator DLC: SNCF - AGC Languedoc,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
24679,Trainz Simulator DLC: SS4 China Coal Heavy Haul Pack,Simulation,,,,N3V Games,N3V Games,0.0,steamspy,,True
383320,Transcendence - Eternity Port Expansion,"Action, Indie, RPG",,,,Kronosaur Productions,Kronosaur Productions,0.0,steamspy,,True
217160,Transcripted Demo,"Action, Casual, Indie, Puzzle, Shooter",,,,Alkemi,Topware Interactive,0.0,steamspy,,True
81813,Transformers Fall of Cybertron Our World Trailer,"Action, Adventure, Shooter",,,,Mercenary Technologies,Activision,0.0,steamspy,,True
5775,Transformers Reveal Trailer,"Action, Adventure, Shooter",,,,High Moon Studios,Activision,0.0,steamspy,,True
727770,Trap Labs Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle, Racing",,,,Packet1337 Inc.,Packet1337 Inc.,0.0,steamspy,,True
1050360,Trap Shrine Original Soundtrack,"Adventure, Casual",,,,No Strike,Eroge Japan,0.0,steamspy,,True
80925,Trapped Dead Trailer,"Action, Adventure, Strategy",,,,,,0.0,steamspy,,True
341848,Trapper Blood Eagle Skin Pack,Action,,,,Turtle Rock Studios,2K,0.0,steamspy,,True
875371,Trash Story Soundtrack,Casual,,,,KuKo,KuKo,0.0,steamspy,,True
1355050,Traurig Secrets: Prologue,"Adventure, Casual, Horror, Visual Novel",,,,Nebereal's,Nebereal's,0.0,steamspy,,True
745170,Treadnauts Demo,"Action, Casual, Fighting, Indie, Platformer",,,,Topstitch Games,Topstitch Games,0.0,steamspy,,True
785080,Treasure Adventure World - Official Soundtrack & Instruction Booklet,"Adventure, Indie",,,,Robit Games,,0.0,steamspy,,True
508640,Treasure of a blizzard Demo,"Adventure, Casual, Indie, Visual Novel",,,,Flaming Firefly,Flaming Firefly,0.0,steamspy,,True
810240,Tren0 OriginalSoundtrack,"Adventure, Casual, Indie, RPG",,,,Bubble,Bubble,0.0,steamspy,,True
1019140,Trenchfoot Demo,"Action, Indie",,,,Cocompadres,Cocompadres,0.0,steamspy,,True
841170,Trendpoker 3D Community Edition Demo,"Card & Board, Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy",,,,BufoProject,BufoProject,0.0,steamspy,,True
455920,Trial by Viking Demo,"Action, Adventure, Indie, Platformer, Puzzle",,,,Last Life Games,Last Life Games,0.0,steamspy,,True
711330,Trial of the Demon Hunter,"Adventure, Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
711340,Trial of the Demon Hunter Demo,"Adventure, Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
5044,Trials 2 - Bumps 'n Bruises Trailer,"Indie, Racing, Sports",,,,Redlynx,RedLynx Ltd.,0.0,steamspy,,True
5045,Trials 2 - Rollin' and Tumblin' Trailer,"Indie, Racing, Sports",,,,Redlynx,RedLynx Ltd.,0.0,steamspy,,True
5046,Trials 2 - Throttle to the Max Trailer,"Indie, Racing, Sports",,,,Redlynx,RedLynx Ltd.,0.0,steamspy,,True
5043,Trials 2 Official Trailer,"Indie, Racing, Sports",,,,Redlynx,RedLynx Ltd.,0.0,steamspy,,True
16610,Trials 2: Second Edition Demo,"Indie, Racing, Sports",,,,Redlynx,RedLynx Ltd.,0.0,steamspy,,True
228860,Trials Evolution Gold Edition - Demo,"Action, Platformer, Racing, Simulation, Sports",,,,"Redlynx Ltd, Ubisoft  Shanghaï",Ubisoft,0.0,steamspy,,True
294260,Trials Fusion Demo,Racing,,,,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,0.0,steamspy,,True
287330,Trials Fusion Season Pass,Racing,,,,"RedLynx, in collaboration with  Ubisoft Shanghai",Ubisoft,0.0,steamspy,,True
924181,Trials Rising - Expansion Pass,Racing,,,,"RedLynx, Ubisoft Kiev",Ubisoft,0.0,steamspy,,True
810390,Trials of the Gauntlet - Soundtrack,Indie,,,,Nathan Andre,,0.0,steamspy,,True
688010,Trials of the Thief-Taker Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
775700,Trianga's Project: Battle Splash 2.0 Demo,"Action, Casual, Indie, Shooter",,,,Dranya Studio,Dranya Studio,0.0,steamspy,,True
703160,Tribal Pass - OST & Art,"Action, Adventure, Indie",,,,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",,0.0,steamspy,,True
1106880,Tribes of Midgard - Open Beta,"Action, Adventure, Indie, RPG, Survival, Tower Defense",,,,Norsfell,Gearbox Publishing,0.0,steamspy,,True
81794,Tribes: Ascend Announcement Trailer,"Action, Adventure, Massively Multiplayer, RPG, Shooter",,,,,,0.0,steamspy,,True
81795,Tribes: Ascend Focus Trailer,"Action, Adventure, Massively Multiplayer, RPG, Shooter",,,,,,0.0,steamspy,,True
1043820,Tricky Cat - Soundtrack,Casual,,,,NanningsGames,NanningsGames,0.0,steamspy,,True
506920,Tricky Towers - Original Soundtrack,Indie,,,,WeirdBeard,,0.0,steamspy,,True
734400,Tricolour Lovestory OST,"Adventure, Casual, Indie",,,,HL-Galgame,SakuraGame,0.0,steamspy,,True
1009250,Trikumax Demo,"Action, Adventure, Indie",,,,"Gestmorph Games, Doryan Nelson Studios","Gestmorph Games, Doryan Nelson Studios",0.0,steamspy,,True
5676,Trine - Path To New Dawn Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Frozenbyte,Frozenbyte,0.0,steamspy,,True
81243,Trine 2 Co-op Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG",,,,,,0.0,steamspy,,True
204260,Trine 2 Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG",,,,Frozenbyte,Frozenbyte,0.0,steamspy,,True
82001,Trine 2 Goblin Menace Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG",,,,,,0.0,steamspy,,True
35710,Trine Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Frozenbyte,Frozenbyte,0.0,steamspy,,True
5300,Trine Teaser Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,,,0.0,steamspy,,True
5301,Trine Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,,,0.0,steamspy,,True
5341,Trine Trailer 4,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,,,0.0,steamspy,,True
2140810,Trinity Building Editor,"Casual, City Builder, Indie, Simulation",,,,Octopus Entertainment LTD,Octopus Entertainment LTD,0.0,steamspy,,True
897130,Trinity Demo,"Action, Adventure, Indie, Puzzle",,,,Maelstrom Rabbit,Maelstrom Rabbit,0.0,steamspy,,True
845970,Trivia Vault: Movie Trivia,"Action, Casual, Indie, Simulation, Strategy",,,,Ripknot Systems,Ripknot Systems,0.0,steamspy,,True
358142,Tropical Paradise Costume & Movie Set,Action,,,,"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
57696,Tropico 4: Junta Military DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
205633,Tropico 4: Megalopolis DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
205632,Tropico 4: Pirate Heaven DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
57695,Tropico 4: Plantador DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
57697,Tropico 4: Quick-dry Cement DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
205634,Tropico 4: Vigilante DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
205638,Tropico 4: Voodoo DLC,"Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,0.0,steamspy,,True
566260,Trouble Witches Origin Soundtrack,"Action, Indie",,,,Studio SiestA,"Rocket-Engine Co., Ltd.",0.0,steamspy,,True
462050,Trove - Soundtrack Vol. 1,"Action, Adventure, Casual, Massively Multiplayer, RPG",,,,Trion Worlds,Trion Worlds,0.0,steamspy,,True
1049050,Truberbrook - Travel Guide,"Adventure, Indie",,,,btf,Headup,0.0,steamspy,,True
501750,True Love ～Confide to the Maple～ - Original Soundtrack,"Adventure, Casual, Indie",,,,SP-time,SP-time,0.0,steamspy,,True
420250,True Lover's Knot Soundtrack,"Casual, Simulation",,,,Sapphire Dragon Productions,,0.0,steamspy,,True
521850,True or False - Expansion Pack,Casual,,,,Vladimir Maslov,,0.0,steamspy,,True
820370,Truth Of Falchion: Soundtrack,"Action, Adventure, Casual, Indie, RPG",,,,Modii Games,Modii Games Int.,0.0,steamspy,,True
783750,Truth: Disorder - Soundtrack,Indie,,,,JustE A,JustE Publishing,0.0,steamspy,,True
1106720,Try 'n Cry - Prologue,"Action, Adventure, Horror, Indie, Puzzle",,,,Crystalia Games,Crystalia Games,0.0,steamspy,,True
823870,Try To Fall Asleep Demo,"Action, Adventure, Horror, Indie, Simulation",,,,Amberdrop,Amberdrop,0.0,steamspy,,True
