Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
Strategy,350110,TransOcean 2: Rivals,"Simulation, Strategy",,,,Deck13 Hamburg,astragon Entertainment,3.0,steamspy,966.0,False
Strategy,353640,Train Valley,"Casual, Indie, Puzzle, Simulation, Strategy",,,,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy, Flazm","Flazm, META Publishing",8.0,steamspy,958.0,False
Strategy,24810,Command & Conquer 3: Kane’s Wrath,"Action, Strategy",,,,EA Los Angeles,Electronic Arts,267.0,steamspy,952.0,False
Strategy,305260,Battle Islands,"Action, Adventure, Casual, Indie, RPG, Shooter, Strategy, Tower Defense",,,,DR Studios,505 Games,12.0,steamspy,945.0,False
Strategy,310510,Deathtrap,"Action, Indie, RPG, Strategy, Tower Defense",,,,NeocoreGames,NeocoreGames,10.0,steamspy,921.0,False
Strategy,312720,Khet 2.0,"Action, Card & Board, Casual, Indie, Puzzle, Strategy",,,,BlueLine Games,BlueLine Games,0.0,steamspy,902.0,False
Strategy,3132860,天月麻雀 (Amatsuki Mahjong),"Card & Board, Casual, JRPG, RPG, Strategy",,,,Cyber Alice Limited,Cyber Alice Limited,17.0,steamspy,893.0,False
Strategy,1471270,Seablip,"Action, Adventure, Casual, Indie, RPG, Strategy",,,,Jardar Solli,Vibedy,4.0,steamspy,855.0,False
Strategy,1358710,Battle Cry of Freedom,"Action, Indie, Massively Multiplayer, Shooter, Simulation, Strategy",,,,Flying Squirrel Entertainment,Flying Squirrel Entertainment,1.0,steamspy,853.0,False
Strategy,2674590,Beltmatic,"Casual, Indie, Simulation, Strategy",,,,Notional Games,Notional Games,67.0,steamspy,852.0,False
Strategy,732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,"Action, Casual, Horror, Indie, Puzzle, Strategy, Survival",,,,Steel Wool Studios,ScottGames,16.0,steamspy,844.0,False
Strategy,2603020,Citadelum,"City Builder, Simulation, Strategy",,,,Abylight Barcelona,Abylight Studios,36.0,steamspy,831.0,False
Strategy,486860,MMORPG Tycoon 2,"City Builder, Indie, Massively Multiplayer, Simulation, Strategy",,,,VectorStorm Pty Ltd,VectorStorm Pty Ltd,16.0,steamspy,792.0,False
Strategy,513560,Hunger Dungeon,"Action, Roguelike, Strategy, Survival",,,,No Stuck Game Studio,No Stuck Game Studio,1.0,steamspy,745.0,False
Strategy,1275350,Ninja Kiwi Archive,"Action, Casual, Platformer, Shooter, Strategy, Survival, Tower Defense",,,,Ninja Kiwi,Ninja Kiwi,165.0,steamspy,738.0,False
Strategy,2182630,Mob Factory,"Simulation, Strategy, Tower Defense",,,,LiterallyEveryone Games,"LiterallyEveryone Games, IndieArk",7.0,steamspy,707.0,False
Strategy,762650,Depraved,"City Builder, Simulation, Strategy, Survival",,,,Evil Bite,Evil Bite,3.0,steamspy,700.0,False
Strategy,542480,Therian Saga,"Action, Adventure, Indie, Massively Multiplayer, Puzzle, RPG, Simulation, Strategy",,,,Virtys,Virtys,12.0,steamspy,645.0,False
Strategy,1062830,Embr,"Action, Casual, Indie, Simulation, Strategy",,,,Muse Games,Curve Games,12.0,steamspy,636.0,False
Strategy,2140850,Looper Tactics,"Adventure, Card & Board, Casual, Indie, RPG, Strategy",,,,Inkstone Atelier,"2P Games, Gamersky Games",2.0,steamspy,625.0,False
Strategy,259060,Dominions 4: Thrones of Ascension,"4X, Indie, RPG, Strategy",,,,Illwinter Game Design,Illwinter Game Design,6.0,steamspy,541.0,False
Strategy,3395140,小小侠客模拟器,"Casual, Platformer, Simulation, Strategy",,,,小小游戏,小小游戏,23.0,steamspy,541.0,False
Strategy,17440,SPORE Creepy & Cute Parts Pack,"Action, Adventure, RPG, Simulation, Strategy",,,,Maxis™,Electronic Arts,16.0,steamspy,512.0,False
Strategy,10270,Disciples III: Reincarnation,"Adventure, RPG, Strategy",,,,Akella,Kalypso Media Digital,11.0,steamspy,497.0,False
Strategy,223630,AirBuccaneers,"Action, Indie, RPG, Strategy",,,,LudoCraft Ltd.,LudoCraft Ltd.,2.0,steamspy,492.0,False
Strategy,278530,3 Stars of Destiny,"Adventure, Casual, Indie, JRPG, RPG, Strategy",,,,Aldorlea Games,KOMODO,0.0,steamspy,461.0,False
Strategy,322450,FRAMED Collection,"Adventure, Casual, Indie, Platformer, Puzzle, Strategy",,,,Loveshack Entertainment,Fellow Traveller,5.0,steamspy,448.0,False
Strategy,1203930,The Last Haven,"City Builder, Indie, Simulation, Strategy, Survival",,,,Thunder Devs.,Thunder Devs.,3.0,steamspy,418.0,False
Strategy,666570,Infectonator 3: Apocalypse,"Action, Casual, Indie, Simulation, Strategy, Survival",,,,Toge Productions,Armor Games Studios,18.0,steamspy,401.0,False
Strategy,494670,TransRoad: USA,"Casual, Simulation, Strategy",,,,Deck13 Hamburg,astragon Entertainment,1.0,steamspy,398.0,False
Strategy,2994010,Chains of Freedom,"Action, Adventure, Strategy",,,,Nordcurrent,Nordcurrent Labs,10.0,steamspy,379.0,False
Strategy,336300,Hearthlands,"City Builder, Indie, Simulation, Strategy",,,,Four White Cats,Four White Cats,3.0,steamspy,378.0,False
Strategy,265890,Hexcells,"Casual, Indie, Puzzle, Strategy",,,,Matthew Brown,Matthew Brown,7.0,steamspy,377.0,False
Strategy,312790,Agarest: Generations of War 2,"Adventure, JRPG, RPG, Strategy, Visual Novel",,,,Idea Factory,Ghostlight LTD,0.0,steamspy,371.0,False
Strategy,823550,Booty Calls,"Casual, Horror, Indie, Puzzle, RPG, Simulation, Strategy",,,,3X Entertainment Limited,Nutaku Publishing,28.0,steamspy,357.0,False
Strategy,2094910,Pile Up!,"Casual, City Builder, Indie, Strategy",,,,Remoob,"Catoptric Games, IndieArk",2.0,steamspy,354.0,False
Strategy,1240630,Hex of Steel,"Card & Board, Strategy",,,,War Frogs Studio,War Frogs Studio,62.0,steamspy,343.0,False
Strategy,294160,Galcon 2: Galactic Conquest,"4X, Indie, Massively Multiplayer, Strategy",,,,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",2.0,steamspy,324.0,False
Strategy,7830,Men of War,"Action, Shooter, Simulation, Strategy",,,,"Best Way, Digitalmindsoft",Fulqrum Publishing,18.0,steamspy,305.0,False
Strategy,533480,Academagia: The Making of Mages,"Adventure, Indie, RPG, Simulation, Strategy",,,,"Black Chicken Studios, inc.","Black Chicken Studios, inc.",2.0,steamspy,286.0,False
Strategy,2058570,Rift Wizard 2,"Indie, RPG, Roguelike, Strategy",,,,Dylan White,Dylan White,32.0,steamspy,285.0,False
Strategy,6800,Commandos: Behind Enemy Lines,"Action, Strategy",,,,Pyro Studios,Kalypso Media Digital,41.0,steamspy,279.0,False
Strategy,201210,Pox Nora,"Card & Board, Indie, RPG, Strategy",,,,Desert Owl Games LLC,Desert Owl Games LLC,31.0,steamspy,275.0,False
Strategy,1578220,Mister Furry: Hot Muscles,"Action, Adventure, Casual, Horror, Indie, RPG, Simulation, Sports, Strategy, Survival",,,,"Red Six Development, Male Union","Red Six Publishing, Dungeon Master",4.0,steamspy,273.0,False
Strategy,29180,Osmos,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Hemisphere Games,Hemisphere Games,2.0,steamspy,268.0,False
Strategy,1373090,"Yes, Your Grace 2: Snowfall","Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,Brave At Night,Brave At Night,17.0,steamspy,266.0,False
Strategy,1516750,Alien Marauder,"Strategy, Survival, Tower Defense",,,,Vexan Studio,Vexan Studio,4.0,steamspy,262.0,False
Strategy,45100,Secret of the Magic Crystals,"Action, Adventure, Casual, Strategy",,,,Artery Games,Artery Games,4.0,steamspy,256.0,False
Strategy,3170,King's Bounty: Armored Princess,"Adventure, RPG, Strategy",,,,Katauri Interactive,Fulqrum Publishing,19.0,steamspy,238.0,False
Strategy,463980,Solitairica,"Card & Board, Casual, Indie, RPG, Roguelike, Strategy",,,,Righteous Hammer Games,Righteous Hammer Games,4.0,steamspy,226.0,False
Strategy,1516080,That Time I Got Reincarnated as an Orc,"Adventure, JRPG, RPG, Strategy",,,,HONEYSOFT,OTAKU Plan,0.0,steamspy,223.0,False
Strategy,409870,Phantom Brave PC,"JRPG, RPG, Strategy",,,,"Nippon Ichi Software, Inc., PH3 GmbH","NIS America, Inc.",7.0,steamspy,219.0,False
Strategy,34460,Civilization IV: Beyond the Sword,"4X, Strategy",,,,Firaxis Games,2K,5.0,steamspy,218.0,False
Strategy,3169580,Never Second in Rome,"Indie, RPG, Simulation, Strategy",,,,Alessandro Roberti,Alessandro Roberti,7.0,steamspy,216.0,False
Strategy,919360,Alaloth: Champions of The Four Kingdoms,"Action, Adventure, Indie, RPG, Strategy","21 Nov, 2024",False,"₩ 36,000",Gamera Interactive,"Gamera Interactive, Ancient Scroll",4.0,appdetails,197.0,False
Strategy,1896390,Stickman Trenches,"Action, Casual, Strategy, Tower Defense",,,,Big Play Games,Big Play Games,18.0,steamspy,193.0,False
Strategy,3139620,Frontline Crisis,"Action, Shooter, Strategy, Tower Defense",,,,BCQT,Gamersky Games,0.0,steamspy,184.0,False
Strategy,57730,Patrician IV: Rise of a Dynasty,"Simulation, Strategy",,,,Gaming Minds Studios,Kalypso Media Digital,29.0,steamspy,165.0,False
Strategy,568090,Tattletail,"Action, Adventure, Horror, Indie, Strategy, Survival",,,,Waygetter Electronics,"Little Flag Software, LLC",9.0,steamspy,143.0,False
Strategy,25980,Majesty 2,"City Builder, Simulation, Strategy",,,,1C:InoCo,Paradox Interactive,16.0,steamspy,142.0,False
Strategy,3107590,スペルトナエル,"Action, Indie, Puzzle, Strategy",,,,おまど,おまど,2.0,steamspy,136.0,False
Strategy,4890,Cossacks II: Battle for Europe,Strategy,,,,GSC Game World,GSC World Publishing,10.0,steamspy,132.0,False
Strategy,863500,All Quiet in the Trenches,"Indie, RPG, Simulation, Strategy, Survival",,,,Totally Not Aliens,Totally Not Aliens,29.0,steamspy,131.0,False
Strategy,1041710,Sim Empire,"Casual, Massively Multiplayer, Simulation, Strategy",,,,TKG Inc.,TKG Inc.,31.0,steamspy,130.0,False
Strategy,3001330,Forest Heroes,"Action, Card & Board, Casual, Roguelike, Strategy, Tower Defense",,,,Hoochoo Game Studios,Hoochoo Game Studios,11.0,steamspy,121.0,False
Strategy,1391530,Mud and Blood,"Action, Adventure, Indie, Strategy",,,,urbgames,urbgames,48.0,steamspy,120.0,False
Strategy,2921380,Caribbean Crashers,"Action, Adventure, Casual, Indie, Simulation, Strategy",,,,Bloxhill,Bloxhill,2.0,steamspy,117.0,False
Strategy,201270,Total War: SHOGUN 2,"Action, Strategy",,,,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.0,steamspy,117.0,False
Strategy,4770,Rome: Total War - Alexander,Strategy,,,,The Creative Assembly,SEGA,8.0,steamspy,112.0,False
Strategy,751500,TINY METAL,"Indie, RPG, Simulation, Strategy",,,,"AREA 35, Inc.",Sony Music Entertainment (Japan) Inc. / UNTIES,2.0,steamspy,109.0,False
Strategy,97130,Kohan II: Kings of War,Strategy,,,,TimeGate Studios,TimeGate Studios,14.0,steamspy,108.0,False
Strategy,2262930,Bombe,"Casual, Puzzle, Strategy",,,,Charlie Brej,Charlie Brej,13.0,steamspy,102.0,False
Strategy,624690,NEXT JUMP: Shmup Tactics,"Puzzle, RPG, Shooter, Strategy",,,,Post Mortem Pixels,GrabTheGames,41.0,steamspy,101.0,False
Survival,2622380,ELDEN RING NIGHTREIGN,"Action, RPG, Survival",,,,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",11377.0,steamspy,240640.0,False
Survival,648800,Raft,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Survival",,,,Redbeet Interactive,Axolot Games,3688.0,steamspy,100474.0,False
Survival,232090,Killing Floor 2,"Action, Horror, Shooter, Survival",,,,Tripwire Interactive,Tripwire Interactive,3934.0,steamspy,69246.0,False
Survival,368230,Kingdom: Classic,"Adventure, Casual, City Builder, Indie, RPG, Simulation, Strategy, Survival, Tower Defense",,,,"Noio, Licorice",Raw Fury,41.0,steamspy,63740.0,False
Survival,1149460,ICARUS,"Adventure, Survival",,,,RocketWerkz,RocketWerkz,3396.0,steamspy,52305.0,False
Survival,617290,Remnant: From the Ashes,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,Gunfire Games,Arc Games,190.0,steamspy,48194.0,False
Survival,1943950,Escape the Backrooms,"Action, Adventure, Casual, Horror, Indie, Survival",,,,Fancy Games,Secret Mode,3236.0,steamspy,48097.0,False
Survival,1304930,The Outlast Trials,"Action, Adventure, Horror, Survival",,,,Red Barrels,Red Barrels,4729.0,steamspy,36332.0,False
Survival,1527950,Wartales,"Adventure, Indie, RPG, Strategy, Survival",,,,Shiro Games,Shiro Games,3105.0,steamspy,35769.0,False
Survival,952060,Resident Evil 3,"Action, Adventure, Horror, Shooter, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",512.0,steamspy,32635.0,False
Survival,823130,Totally Accurate Battlegrounds,"Action, Indie, Massively Multiplayer, Shooter, Simulation, Strategy, Survival",,,,Landfall,Landfall,101.0,steamspy,29438.0,False
Survival,323190,Frostpunk,"City Builder, Simulation, Strategy, Survival",,,,11 bit studios,11 bit studios,1737.0,steamspy,29195.0,False
Survival,701160,Kingdom Two Crowns,"Adventure, City Builder, Simulation, Strategy, Survival, Tower Defense",,,,Stumpy,Raw Fury,893.0,steamspy,26314.0,False
Survival,389430,Knight Online,"Action, Adventure, Casual, Horror, Massively Multiplayer, RPG, Strategy, Survival",,,,"Noah System, Mgame",NTTGame,1547.0,steamspy,24542.0,False
Survival,644930,They Are Billions,"City Builder, Indie, Strategy, Survival, Tower Defense",,,,Numantian Games,Numantian Games,1983.0,steamspy,22295.0,False
Survival,955900,Amazing Cultivation Simulator,"Horror, Indie, RPG, Simulation, Strategy, Survival",,,,GSQ Games,GSQ Games,392.0,steamspy,18169.0,False
Survival,1433140,The Texas Chain Saw Massacre,"Action, Horror, Indie, Strategy, Survival",,,,Sumo Digital,Gun Interactive,245.0,steamspy,17141.0,False
Survival,747660,Five Nights at Freddy's: Security Breach,"Action, Adventure, Horror, Indie, Survival",,,,Steel Wool Studios,ScottGames,115.0,steamspy,17031.0,False
Survival,219740,Don't Starve,"Adventure, Horror, Indie, Simulation, Survival",,,,Klei Entertainment,Klei Entertainment,1358.0,steamspy,16556.0,False
Survival,1812450,Bellwright,"Action, City Builder, RPG, Simulation, Strategy, Survival",,,,Donkey Crew,"Donkey Crew, Snail Games USA",829.0,steamspy,15186.0,False
Survival,305620,The Long Dark,"Action, Adventure, Horror, Indie, Simulation, Strategy, Survival",,,,Hinterland Studio Inc.,Hinterland Studio Inc.,1752.0,steamspy,14411.0,False
Survival,1475810,Ghostwire: Tokyo,"Action, Adventure, Horror, Survival",,,,Tango Gameworks,Bethesda Softworks,113.0,steamspy,14082.0,False
Survival,529180,Dark and Light,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Survival",,,,Snail Games USA,Snail Games USA,23.0,steamspy,14029.0,False
Survival,233860,Kenshi,"Adventure, City Builder, Indie, RPG, Simulation, Strategy, Survival",,,,Lo-Fi Games,Lo-Fi Games,4632.0,steamspy,11572.0,False
Survival,704270,Generation Zero,"Action, Horror, Shooter, Survival",,,,Systemic Reaction™,Avalanche Studios,260.0,steamspy,11386.0,False
Survival,214490,Alien: Isolation,"Action, Adventure, Horror, Shooter, Survival",,,,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",268.0,steamspy,10761.0,False
Survival,589360,Ni no Kuni II: Revenant Kingdom,"Action, Adventure, City Builder, JRPG, RPG, Strategy, Survival",,,,LEVEL5 Inc.,BANDAI NAMCO Entertainment,51.0,steamspy,10708.0,False
Survival,744900,Dead Frontier 2,"Action, Horror, Massively Multiplayer, RPG, Shooter, Survival",,,,Creaky Corpse Ltd,Creaky Corpse Ltd,705.0,steamspy,10009.0,False
Survival,454120,Starbase,"Action, Massively Multiplayer, Simulation, Survival",,,,Frozenbyte,Frozenbyte,8.0,steamspy,9896.0,False
Survival,1016920,Unrailed!,"Action, Casual, Indie, Survival",,,,Indoor Astronaut,Daedalic Entertainment,99.0,steamspy,9651.0,False
Survival,784150,Workers & Resources: Soviet Republic,"4X, City Builder, Simulation, Strategy, Survival",,,,3Division,Hooded Horse,1019.0,steamspy,8221.0,False
Survival,394510,HELLDIVERS Dive Harder Edition,"Action, Shooter, Strategy, Survival",,,,Arrowhead Game Studios,PlayStation Publishing LLC,100.0,steamspy,6691.0,False
Survival,801800,Atomfall,"Action, Adventure, Horror, RPG, Survival",,,,Rebellion,Rebellion,66.0,steamspy,6072.0,False
Survival,1272320,Diplomacy is Not an Option,"Action, City Builder, Simulation, Strategy, Survival, Tower Defense",,,,Door 407,Door 407,226.0,steamspy,5939.0,False
Survival,1121640,The Wandering Village,"City Builder, Simulation, Strategy, Survival",,,,Stray Fawn Studio,"Stray Fawn Publishing, WhisperGames",134.0,steamspy,5711.0,False
Survival,335240,Transformice,"Action, Adventure, Casual, Indie, Massively Multiplayer, Platformer, Puzzle, Racing, Strategy, Survival",,,,Atelier 801,Atelier 801,630.0,steamspy,5542.0,False
Survival,859570,Secret Neighbor: Hello Neighbor Multiplayer,"Action, Adventure, Casual, Horror, Indie, Puzzle, Survival",,,,"Hologryph, Eerie Guest Studios",tinyBuild,33.0,steamspy,5049.0,False
Survival,2141730,Backrooms: Escape Together,"Action, Adventure, Casual, Horror, Puzzle, Survival",,,,Triiodide Studios,Triiodide Studios,883.0,steamspy,4920.0,False
Survival,569480,Kingdoms and Castles,"Action, City Builder, Simulation, Strategy, Survival",,,,"Lion Shield, LLC","Lion Shield, LLC",227.0,steamspy,4836.0,False
Survival,1850740,Ghost Watchers,"Action, Adventure, Horror, Puzzle, Survival",,,,Renderise,Renderise,53.0,steamspy,4666.0,False
Survival,939850,The Dark Pictures Anthology: Man of Medan,"Action, Adventure, Horror, Survival",,,,Supermassive Games,BANDAI NAMCO Entertainment Europe,50.0,steamspy,4518.0,False
Survival,91600,Sanctum,"Action, Adventure, Casual, Indie, Shooter, Strategy, Survival, Tower Defense",,,,Coffee Stain Studios,Coffee Stain Publishing,2.0,steamspy,4467.0,False
Survival,866800,The Walking Dead: The Final Season,"Action, Adventure, Horror, Survival",,,,Telltale Games,Skybound Games,60.0,steamspy,4101.0,False
Survival,1270580,Mind Over Magic,"Indie, RPG, Simulation, Strategy, Survival",,,,Sparkypants,Klei Publishing,227.0,steamspy,4096.0,False
Survival,760060,Mutant Year Zero: Road to Eden,"Action, Adventure, Horror, RPG, Strategy, Survival",,,,The Bearded Ladies,Funcom,18.0,steamspy,4013.0,False
Survival,667890,Dead Maze,"Action, Adventure, Fighting, Massively Multiplayer, Survival",,,,Atelier 801,Atelier 801,46.0,steamspy,3819.0,False
Survival,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,GSC Game World,GSC Game World,69.0,steamspy,3719.0,False
Survival,287290,Resident Evil Revelations 2,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",189.0,steamspy,3659.0,False
Survival,2344320,Legacy: Steel & Sorcery,"Action, RPG, Shooter, Survival",,,,Notorious Studios,Notorious Studios,85.0,steamspy,3642.0,False
Survival,376870,Minecraft: Story Mode - A Telltale Games Series,"Adventure, Casual, Survival",,,,Telltale Games,Telltale Games,17.0,steamspy,3641.0,False
Survival,1732190,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,"Adventure, Horror, Survival",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",13.0,steamspy,3474.0,False
Survival,513720,Archipelago,"Casual, Horror, Indie, Massively Multiplayer, Puzzle, Simulation, Strategy, Survival",,,,Tort,Conglomerate 5,1.0,steamspy,3419.0,False
Survival,1072420,DRAGON QUEST BUILDERS 2,"Action, Adventure, JRPG, Platformer, RPG, Survival",,,,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,181.0,steamspy,3348.0,False
Survival,1088090,Day of Dragons,"Massively Multiplayer, RPG, Simulation, Survival",,,,Beawesome Games,Beawesome Games,184.0,steamspy,3183.0,False
Survival,967050,Pacify,"Action, Adventure, Horror, Survival",,,,Shawn Hitchcock,Hitchcock Games,47.0,steamspy,3086.0,False
Survival,586790,Hold your houses,"Action, Shooter, Strategy, Survival, Tower Defense",,,,WhackAKey Games,Conglomerate 5,2.0,steamspy,2979.0,False
Survival,991780,Notes of Soul,"Action, Adventure, Casual, Horror, Indie, Massively Multiplayer, RPG, Racing, Strategy, Survival",,,,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,14.0,steamspy,2968.0,False
Survival,2064870,Deceit 2,"Action, Casual, Horror, RPG, Shooter, Strategy, Survival",,,,World Makers,World Makers,179.0,steamspy,2911.0,False
Survival,333640,Caves of Qud,"RPG, Roguelike, Survival",,,,Freehold Games,Kitfox Games,466.0,steamspy,2853.0,False
Survival,536270,Ancestors: The Humankind Odyssey,"Action, Adventure, Indie, RPG, Simulation, Survival",,,,Panache Digital Games,Private Division,76.0,steamspy,2841.0,False
Survival,1101190,Dungeon Defenders: Awakened,"Action, RPG, Strategy, Survival, Tower Defense",,,,Chromatic Games,Chromatic Games,62.0,steamspy,2839.0,False
